detection_id,image_id,file_name,timestamp,bbox,category,confidence,is_military,zone_id,zone_name,risk_level
DET-002-00011,IMG-002,satellite_002.jpg,2026-03-02T15:20:53Z,"0.30456345171686955,0.3764579548053819,0.2866799639158904,0.10155543062736225",Navire de guerre,0.83,True,ZONE-009,Base navale de Yokosuka,High
DET-004-00012,IMG-004,satellite_004.jpg,2026-10-03T08:53:49Z,"0.7459333595512729,0.10487580225891656,0.051638289429665626,0.19395726910703068",Destroyer,0.96,True,ZONE-015,Mer Baltique,Medium
DET-004-00013,IMG-004,satellite_004.jpg,2026-10-03T08:53:49Z,"0.5715352270360203,0.6917271385955817,0.12473876484422532,0.2509732845198333",Pétrolier,0.74,False,ZONE-015,Mer Baltique,Medium
DET-004-00014,IMG-004,satellite_004.jpg,2026-10-03T08:53:49Z,"0.5868673096084751,0.42216123624283974,0.02584597465863368,0.26667474155647475",Frégate,0.96,True,ZONE-015,Mer Baltique,Medium
DET-005-00015,IMG-005,satellite_005.jpg,2026-11-09T21:23:47Z,"0.37153706221803146,0.7979445277461746,0.2609122674268525,0.22392954239738191",Pétrolier,0.74,False,ZONE-005,Base navale de Rota,High
DET-005-00016,IMG-005,satellite_005.jpg,2026-11-09T21:23:47Z,"0.44962468929995564,0.056210282094379595,0.0870224132499691,0.03335517423073682",Destroyer,0.82,True,ZONE-005,Base navale de Rota,High
DET-005-00017,IMG-005,satellite_005.jpg,2026-11-09T21:23:47Z,"0.7996517120342745,0.6710511683335185,0.18249000384571065,0.29269796554456673",Cargo,0.94,False,ZONE-005,Base navale de Rota,High
DET-005-00018,IMG-005,satellite_005.jpg,2026-11-09T21:23:47Z,"0.6879133505955424,0.06291192476571572,0.22065095849921737,0.23125273986789177",Frégate,0.97,True,ZONE-005,Base navale de Rota,High
DET-006-00019,IMG-006,satellite_006.jpg,2026-01-04T02:10:50Z,"0.5959211286082203,0.059369077426325405,0.20643698400143987,0.22565541440020295",Destroyer,0.72,True,ZONE-004,Détroit de Malacca,Critical
DET-006-00020,IMG-006,satellite_006.jpg,2026-01-04T02:10:50Z,"0.08772338466978519,0.12141026193616754,0.20378114745648962,0.1205521516014014",Sous-marin,0.7,True,ZONE-004,Détroit de Malacca,Critical
DET-006-00021,IMG-006,satellite_006.jpg,2026-01-04T02:10:50Z,"0.6473196268288994,0.7532578867941723,0.19090812627627224,0.26351076973428644",Navire de soutien,0.72,False,ZONE-004,Détroit de Malacca,Critical
DET-006-00022,IMG-006,satellite_006.jpg,2026-01-04T02:10:50Z,"0.49920998507995606,0.034420613608061236,0.18821690254546522,0.08619328584968004",Porte-avions,0.89,True,ZONE-004,Détroit de Malacca,Critical
DET-007-00023,IMG-007,satellite_007.jpg,2026-04-06T03:08:14Z,"0.5025456634904577,0.42157091518791534,0.277002177990542,0.2546876177928627",Croiseur,0.87,True,ZONE-003,Port de Shanghai,Medium
DET-007-00024,IMG-007,satellite_007.jpg,2026-04-06T03:08:14Z,"0.016630245559289138,0.6261170766235215,0.1213290512433881,0.025769815534018553",Navire de guerre,0.72,True,ZONE-003,Port de Shanghai,Medium
DET-007-00025,IMG-007,satellite_007.jpg,2026-04-06T03:08:14Z,"0.3285007396795342,0.5734258448954177,0.08389157781615651,0.2518065388923043",Chalutier,0.95,False,ZONE-003,Port de Shanghai,Medium
DET-007-00026,IMG-007,satellite_007.jpg,2026-04-06T03:08:14Z,"0.7157682058347914,0.7078832115539528,0.15432948009141417,0.28703024576428826",Pétrolier,0.81,False,ZONE-003,Port de Shanghai,Medium
DET-007-00027,IMG-007,satellite_007.jpg,2026-04-06T03:08:14Z,"0.318279225025118,0.39739519192417483,0.041804848284949875,0.0327350216359925",Destroyer,1.0,True,ZONE-003,Port de Shanghai,Medium
DET-008-00028,IMG-008,satellite_008.jpg,2026-10-21T20:26:19Z,"0.5682357050993878,0.056430093648470514,0.13345396211281146,0.10620442634114431",Chalutier,0.85,False,ZONE-012,Détroit d'Ormuz,Critical
DET-008-00029,IMG-008,satellite_008.jpg,2026-10-21T20:26:19Z,"0.2842690233641742,0.7304818210468121,0.032788436360300946,0.23106391715708882",Porte-avions,0.76,True,ZONE-012,Détroit d'Ormuz,Critical
DET-008-00030,IMG-008,satellite_008.jpg,2026-10-21T20:26:19Z,"0.33477080654514024,0.5309057430489469,0.20557889114768502,0.06668855948939102",Navire de guerre,1.0,True,ZONE-012,Détroit d'Ormuz,Critical
DET-009-00031,IMG-009,satellite_009.jpg,2026-01-28T03:13:46Z,"0.5806046350241214,0.4019280210704258,0.17250443531331297,0.1676337518855597",Frégate,0.93,True,ZONE-015,Mer Baltique,Medium
DET-009-00032,IMG-009,satellite_009.jpg,2026-01-28T03:13:46Z,"0.6518584273252466,0.2697678569856787,0.16175332688601296,0.13985543925755697",Navire de soutien,0.73,False,ZONE-015,Mer Baltique,Medium
DET-009-00033,IMG-009,satellite_009.jpg,2026-01-28T03:13:46Z,"0.21682641619433154,0.15919966205739255,0.06448842180973047,0.030131438431776587",Chalutier,0.96,False,ZONE-015,Mer Baltique,Medium
DET-009-00034,IMG-009,satellite_009.jpg,2026-01-28T03:13:46Z,"0.6431304339005923,0.0269089915507724,0.280996079698712,0.0483426815557199",Destroyer,0.85,True,ZONE-015,Mer Baltique,Medium
DET-009-00035,IMG-009,satellite_009.jpg,2026-01-28T03:13:46Z,"0.7107678508820067,0.101818531744832,0.19836334924357218,0.10744212650278184",Navire de guerre,0.9,True,ZONE-015,Mer Baltique,Medium
DET-010-00036,IMG-010,satellite_010.jpg,2026-10-10T13:35:17Z,"0.2760713813050738,0.6292109071254108,0.2552668424892788,0.15208309246454915",Sous-marin,0.78,True,ZONE-014,Port de Singapour,Low
DET-010-00037,IMG-010,satellite_010.jpg,2026-10-10T13:35:17Z,"0.6593332038819141,0.43478269223772287,0.07584263745257687,0.20672284931187407",Chalutier,0.96,False,ZONE-014,Port de Singapour,Low
DET-010-00038,IMG-010,satellite_010.jpg,2026-10-10T13:35:17Z,"0.04330968447123862,0.2947517457466443,0.14174220022047188,0.03501919472715861",Navire civil,0.82,False,ZONE-014,Port de Singapour,Low
DET-010-00039,IMG-010,satellite_010.jpg,2026-10-10T13:35:17Z,"0.4425523775101121,0.5069974065567486,0.25327111911344086,0.1818735170202606",Navire de guerre,0.79,True,ZONE-014,Port de Singapour,Low
DET-010-00040,IMG-010,satellite_010.jpg,2026-10-10T13:35:17Z,"0.3862367041626568,0.2455997518833849,0.1878310632610799,0.29389956891179553",Navire de soutien,0.91,False,ZONE-014,Port de Singapour,Low
DET-011-00041,IMG-011,satellite_011.jpg,2026-11-10T05:50:18Z,"0.002853201722701382,0.47321301710178854,0.2815044529575567,0.061852663895470325",Pétrolier,0.81,False,ZONE-004,Détroit de Malacca,Critical
DET-011-00042,IMG-011,satellite_011.jpg,2026-11-10T05:50:18Z,"0.16403829413736376,0.4772817603582212,0.16009838604380464,0.23194755918871343",Frégate,0.79,True,ZONE-004,Détroit de Malacca,Critical
DET-011-00043,IMG-011,satellite_011.jpg,2026-11-10T05:50:18Z,"0.33188890384428565,0.319606989475521,0.1045742179249519,0.058503842166684875",Navire de guerre,0.88,True,ZONE-004,Détroit de Malacca,Critical
DET-011-00044,IMG-011,satellite_011.jpg,2026-11-10T05:50:18Z,"0.07735604319268718,0.7292535392147708,0.290398780627763,0.10672943471634694",Chalutier,1.0,False,ZONE-004,Détroit de Malacca,Critical
DET-012-00045,IMG-012,satellite_012.jpg,2026-07-19T23:00:19Z,"0.7571997734731157,0.6708688536222536,0.284742743242702,0.2785440533829448",Pétrolier,0.79,False,ZONE-007,Mer de Chine Méridionale,Critical
DET-012-00046,IMG-012,satellite_012.jpg,2026-07-19T23:00:19Z,"0.3766665371054361,0.05659999521279566,0.15896897982668048,0.040146437228905846",Croiseur,0.91,True,ZONE-007,Mer de Chine Méridionale,Critical
DET-012-00047,IMG-012,satellite_012.jpg,2026-07-19T23:00:19Z,"0.17836240022424452,0.3277422663572437,0.2980499980650043,0.0905399598854102",Navire civil,0.88,False,ZONE-007,Mer de Chine Méridionale,Critical
DET-014-00048,IMG-014,satellite_014.jpg,2026-05-04T09:01:54Z,"0.02000427600465642,0.0852967586539485,0.24786865788197038,0.12697731538248858",Frégate,0.74,True,ZONE-008,Golfe Persique,Critical
DET-014-00049,IMG-014,satellite_014.jpg,2026-05-04T09:01:54Z,"0.7469242667582775,0.6386082609209137,0.0845240123222208,0.22973789614323903",Navire de guerre,0.97,True,ZONE-008,Golfe Persique,Critical
DET-014-00050,IMG-014,satellite_014.jpg,2026-05-04T09:01:54Z,"0.4977062583112307,0.7712065476226733,0.13994453559988626,0.07971502089665419",Destroyer,0.87,True,ZONE-008,Golfe Persique,Critical
DET-014-00051,IMG-014,satellite_014.jpg,2026-05-04T09:01:54Z,"0.39385663956878675,0.2532552901122364,0.07500505137050066,0.13279185596725723",Navire de soutien,0.88,False,ZONE-008,Golfe Persique,Critical
DET-015-00052,IMG-015,satellite_015.jpg,2026-02-22T00:41:47Z,"0.5007379854311166,0.5957804436751779,0.2053679763296323,0.1502678209758156",Corvette,0.9,True,ZONE-002,Base navale de Norfolk,High
DET-016-00053,IMG-016,satellite_016.jpg,2026-12-12T15:58:41Z,"0.7410407841211784,0.11931977744041262,0.2927885457940241,0.17163193345332634",Destroyer,0.89,True,ZONE-002,Base navale de Norfolk,High
DET-016-00054,IMG-016,satellite_016.jpg,2026-12-12T15:58:41Z,"0.16781936222116559,0.5772347331000832,0.05452192772478513,0.2965496737585761",Sous-marin,0.8,True,ZONE-002,Base navale de Norfolk,High
DET-016-00055,IMG-016,satellite_016.jpg,2026-12-12T15:58:41Z,"0.13783531405522018,0.0745256663314521,0.10181133716874283,0.08133840294823542",Porte-avions,1.0,True,ZONE-002,Base navale de Norfolk,High
DET-017-00056,IMG-017,satellite_017.jpg,2026-06-14T06:02:40Z,"0.6656479842270441,0.01846518992509303,0.11465390424505272,0.2650480955990544",Navire de guerre,0.88,True,ZONE-015,Mer Baltique,Medium
DET-017-00057,IMG-017,satellite_017.jpg,2026-06-14T06:02:40Z,"0.42786116627326093,0.3460316335015722,0.08180344464056337,0.15163135324170585",Porte-avions,0.87,True,ZONE-015,Mer Baltique,Medium
DET-017-00058,IMG-017,satellite_017.jpg,2026-06-14T06:02:40Z,"0.6845020505388564,0.5612767055683373,0.0891578059675679,0.054792363215503626",Destroyer,0.96,True,ZONE-015,Mer Baltique,Medium
DET-017-00059,IMG-017,satellite_017.jpg,2026-06-14T06:02:40Z,"0.15101099887549438,0.02024540428638515,0.08486357949370754,0.11014251100063252",Chalutier,0.71,False,ZONE-015,Mer Baltique,Medium
DET-019-00060,IMG-019,satellite_019.jpg,2026-04-18T06:16:15Z,"0.41377400887428284,0.31153599717276426,0.06606173136810756,0.0625007357705184",Frégate,0.76,True,ZONE-006,Port de Rotterdam,Low
DET-019-00061,IMG-019,satellite_019.jpg,2026-04-18T06:16:15Z,"0.15110194086714862,0.7612736744264605,0.14700354181099784,0.11964287087902968",Chalutier,0.84,False,ZONE-006,Port de Rotterdam,Low
DET-020-00062,IMG-020,satellite_020.jpg,2026-10-22T12:31:57Z,"0.057542039680685254,0.5523510074786793,0.03866282753844327,0.27201418443302305",Navire civil,0.71,False,ZONE-014,Port de Singapour,Low
DET-020-00063,IMG-020,satellite_020.jpg,2026-10-22T12:31:57Z,"0.16626792921723546,0.22136738075620796,0.28090277839770966,0.06990179623191374",Chalutier,0.91,False,ZONE-014,Port de Singapour,Low
DET-020-00064,IMG-020,satellite_020.jpg,2026-10-22T12:31:57Z,"0.14376866391572118,0.6825339609892205,0.24857411563856158,0.2737538685292681",Pétrolier,0.86,False,ZONE-014,Port de Singapour,Low
DET-020-00065,IMG-020,satellite_020.jpg,2026-10-22T12:31:57Z,"0.12698987497108655,0.5904713697719989,0.07874069551564668,0.21505704421787378",Frégate,0.78,True,ZONE-014,Port de Singapour,Low
DET-020-00066,IMG-020,satellite_020.jpg,2026-10-22T12:31:57Z,"0.2005468031773388,0.4747243557392666,0.17777766616998664,0.12579877529011838",Cargo,0.91,False,ZONE-014,Port de Singapour,Low
DET-021-00067,IMG-021,satellite_021.jpg,2026-06-23T11:20:18Z,"0.34995556363263713,0.18344073600928967,0.18706628306358652,0.06791606060477112",Chalutier,0.74,False,ZONE-006,Port de Rotterdam,Low
DET-021-00068,IMG-021,satellite_021.jpg,2026-06-23T11:20:18Z,"0.07148159124955544,0.47990066859139546,0.03620501639629027,0.06000221620062436",Bâtiment de débarquement,0.89,False,ZONE-006,Port de Rotterdam,Low
DET-021-00069,IMG-021,satellite_021.jpg,2026-06-23T11:20:18Z,"0.6066028157266927,0.10149634944437827,0.08631477615038566,0.2788799275032734",Porte-avions,0.8,True,ZONE-006,Port de Rotterdam,Low
DET-021-00070,IMG-021,satellite_021.jpg,2026-06-23T11:20:18Z,"0.035799362396081946,0.668131790512513,0.03000571132904578,0.11856289701902055",Pétrolier,0.94,False,ZONE-006,Port de Rotterdam,Low
DET-022-00071,IMG-022,satellite_022.jpg,2026-07-08T09:39:17Z,"0.1219055429661685,0.726922062813933,0.2396548178712163,0.036486714944022836",Corvette,0.72,True,ZONE-004,Détroit de Malacca,Critical
DET-022-00072,IMG-022,satellite_022.jpg,2026-07-08T09:39:17Z,"0.791459446297465,0.29881632667403324,0.07917525018573693,0.1857686217315626",Pétrolier,0.9,False,ZONE-004,Détroit de Malacca,Critical
DET-022-00073,IMG-022,satellite_022.jpg,2026-07-08T09:39:17Z,"0.007426039286338959,0.5754112996789076,0.2975595473921757,0.13431398070131034",Destroyer,0.96,True,ZONE-004,Détroit de Malacca,Critical
DET-022-00074,IMG-022,satellite_022.jpg,2026-07-08T09:39:17Z,"0.6262808922151003,0.3733693989074116,0.16769949615470392,0.2663183665097264",Navire civil,0.94,False,ZONE-004,Détroit de Malacca,Critical
DET-023-00075,IMG-023,satellite_023.jpg,2026-09-10T21:46:50Z,"0.12796815312673468,0.5930110334785915,0.08569196248565103,0.06949901466322744",Croiseur,0.81,True,ZONE-002,Base navale de Norfolk,High
DET-023-00076,IMG-023,satellite_023.jpg,2026-09-10T21:46:50Z,"0.37620273413233224,0.14542810872889547,0.2464363441104323,0.11309091044540251",Destroyer,0.85,True,ZONE-002,Base navale de Norfolk,High
DET-024-00077,IMG-024,satellite_024.jpg,2026-10-15T16:55:22Z,"0.625965134619561,0.3602752853300345,0.22432878327871675,0.10189461919369881",Porte-avions,0.78,True,ZONE-012,Détroit d'Ormuz,Critical
DET-024-00078,IMG-024,satellite_024.jpg,2026-10-15T16:55:22Z,"0.13601279370013505,0.15858622437236836,0.1687603410889934,0.14433350395672026",Navire de soutien,0.9,False,ZONE-012,Détroit d'Ormuz,Critical
DET-024-00079,IMG-024,satellite_024.jpg,2026-10-15T16:55:22Z,"0.32678184216185474,0.4546155876801846,0.023174988896650546,0.17212524455103595",Destroyer,0.94,True,ZONE-012,Détroit d'Ormuz,Critical
DET-025-00080,IMG-025,satellite_025.jpg,2026-03-29T01:02:14Z,"0.7176067342451034,0.5646487876542692,0.14240813506095026,0.05657264113990401",Navire de soutien,0.8,False,ZONE-006,Port de Rotterdam,Low
DET-025-00081,IMG-025,satellite_025.jpg,2026-03-29T01:02:14Z,"0.7078707493935086,0.6408344308416747,0.22487487396333833,0.18875323334941305",Cargo,0.84,False,ZONE-006,Port de Rotterdam,Low
DET-025-00082,IMG-025,satellite_025.jpg,2026-03-29T01:02:14Z,"0.712508864280794,0.5571407140933696,0.21169649742441327,0.10631328065570397",Navire de guerre,0.96,True,ZONE-006,Port de Rotterdam,Low
DET-026-00083,IMG-026,satellite_026.jpg,2026-09-27T22:47:18Z,"0.7376127315436073,0.4778698443732501,0.28224135972880354,0.1055613150659622",Navire de guerre,0.91,True,ZONE-005,Base navale de Rota,High
DET-026-00084,IMG-026,satellite_026.jpg,2026-09-27T22:47:18Z,"0.6598586260389244,0.5092345210870145,0.13011505108611868,0.12006366502793253",Navire civil,0.8,False,ZONE-005,Base navale de Rota,High
DET-026-00085,IMG-026,satellite_026.jpg,2026-09-27T22:47:18Z,"0.7333543915432549,0.33875396030978666,0.18826944298375026,0.23217291350793914",Pétrolier,0.82,False,ZONE-005,Base navale de Rota,High
DET-027-00086,IMG-027,satellite_027.jpg,2026-11-08T02:42:32Z,"0.5882989046212254,0.283205970929879,0.20668237772310413,0.14105279733001885",Bâtiment de débarquement,0.95,False,ZONE-007,Mer de Chine Méridionale,Critical
DET-027-00087,IMG-027,satellite_027.jpg,2026-11-08T02:42:32Z,"0.012788796225863664,0.740694245801479,0.13628394845542274,0.27373498622665615",Pétrolier,0.99,False,ZONE-007,Mer de Chine Méridionale,Critical
DET-027-00088,IMG-027,satellite_027.jpg,2026-11-08T02:42:32Z,"0.3350963786742587,0.7150375289369859,0.07572092993357028,0.16831752685581566",Destroyer,0.77,True,ZONE-007,Mer de Chine Méridionale,Critical
DET-027-00089,IMG-027,satellite_027.jpg,2026-11-08T02:42:32Z,"0.666682616772394,0.7282358344379352,0.2714207443813745,0.0200053483481778",Navire civil,0.85,False,ZONE-007,Mer de Chine Méridionale,Critical
DET-029-00090,IMG-029,satellite_029.jpg,2026-02-13T11:27:00Z,"0.09747902700711775,0.486628077308191,0.11841108698031835,0.02977521733460678",Cargo,0.74,False,ZONE-015,Mer Baltique,Medium
DET-029-00091,IMG-029,satellite_029.jpg,2026-02-13T11:27:00Z,"0.5797859025873303,0.6762124831585614,0.12246154273459305,0.06702011635463924",Navire de guerre,0.79,True,ZONE-015,Mer Baltique,Medium
DET-029-00092,IMG-029,satellite_029.jpg,2026-02-13T11:27:00Z,"0.033337111370055975,0.4059120090955305,0.1110866823410296,0.2505971413545173",Corvette,0.89,True,ZONE-015,Mer Baltique,Medium
DET-029-00093,IMG-029,satellite_029.jpg,2026-02-13T11:27:00Z,"0.6104398872725019,0.1562158873207724,0.0527097688269382,0.23542328443472907",Destroyer,0.97,True,ZONE-015,Mer Baltique,Medium
DET-030-00094,IMG-030,satellite_030.jpg,2026-04-14T02:08:57Z,"0.6544284329143117,0.545304427412506,0.2848842521895008,0.12010948422816879",Navire de guerre,0.94,True,ZONE-009,Base navale de Yokosuka,High
DET-030-00095,IMG-030,satellite_030.jpg,2026-04-14T02:08:57Z,"0.6305658858768726,0.34283119200877626,0.021907006309417335,0.20827948272021468",Cargo,0.98,False,ZONE-009,Base navale de Yokosuka,High
DET-030-00096,IMG-030,satellite_030.jpg,2026-04-14T02:08:57Z,"0.7251122629525776,0.10018005911305564,0.04735108191806234,0.1940735915750732",Navire civil,0.71,False,ZONE-009,Base navale de Yokosuka,High
DET-031-00097,IMG-031,satellite_031.jpg,2026-09-19T00:02:21Z,"0.3196534465612989,0.6529293040915365,0.11570325710682308,0.2278487542870161",Chalutier,0.94,False,ZONE-004,Détroit de Malacca,Critical
DET-031-00098,IMG-031,satellite_031.jpg,2026-09-19T00:02:21Z,"0.2402737958642571,0.12112113214721294,0.11365474894577711,0.25380111600804084",Cargo,0.71,False,ZONE-004,Détroit de Malacca,Critical
DET-031-00099,IMG-031,satellite_031.jpg,2026-09-19T00:02:21Z,"0.17338508348702356,0.44469087185449596,0.17199172652055988,0.2776028922721511",Corvette,0.84,True,ZONE-004,Détroit de Malacca,Critical
DET-031-00100,IMG-031,satellite_031.jpg,2026-09-19T00:02:21Z,"0.552715645213397,0.3935809690705299,0.10854713671696754,0.1886939388548355",Frégate,0.91,True,ZONE-004,Détroit de Malacca,Critical
DET-031-00101,IMG-031,satellite_031.jpg,2026-09-19T00:02:21Z,"0.26924874427097656,0.2659237829634033,0.2946851595593912,0.06840524848636988",Navire civil,0.94,False,ZONE-004,Détroit de Malacca,Critical
DET-032-00102,IMG-032,satellite_032.jpg,2026-02-09T05:22:46Z,"0.2404525841126021,0.7656661037224418,0.17697490902239413,0.26106307352656594",Sous-marin,0.85,True,ZONE-002,Base navale de Norfolk,High
DET-033-00103,IMG-033,satellite_033.jpg,2026-01-13T19:16:01Z,"0.338556749868794,0.002159495546985646,0.035008578373303165,0.24167505493479713",Destroyer,0.92,True,ZONE-004,Détroit de Malacca,Critical
DET-033-00104,IMG-033,satellite_033.jpg,2026-01-13T19:16:01Z,"0.21965718203084156,0.5354616702416382,0.2280518007190052,0.1605747095507332",Frégate,0.91,True,ZONE-004,Détroit de Malacca,Critical
DET-033-00105,IMG-033,satellite_033.jpg,2026-01-13T19:16:01Z,"0.41423056710094325,0.18503203450789352,0.16653508425035973,0.2293907322470687",Navire de guerre,0.95,True,ZONE-004,Détroit de Malacca,Critical
DET-033-00106,IMG-033,satellite_033.jpg,2026-01-13T19:16:01Z,"0.638011585075524,0.4667375793364122,0.03592078085563109,0.10822334202439293",Corvette,0.85,True,ZONE-004,Détroit de Malacca,Critical
DET-033-00107,IMG-033,satellite_033.jpg,2026-01-13T19:16:01Z,"0.14967514604025098,0.5864506929035321,0.15717817260068617,0.275162200983712",Cargo,0.91,False,ZONE-004,Détroit de Malacca,Critical
DET-034-00108,IMG-034,satellite_034.jpg,2026-06-24T03:02:12Z,"0.5893621497798351,0.07395782608377299,0.225060247520035,0.16433212961701338",Sous-marin,0.97,True,ZONE-007,Mer de Chine Méridionale,Critical
DET-034-00109,IMG-034,satellite_034.jpg,2026-06-24T03:02:12Z,"0.3858533857715962,0.6840910074017207,0.18489203994311473,0.2573964049058609",Porte-avions,0.92,True,ZONE-007,Mer de Chine Méridionale,Critical
DET-034-00110,IMG-034,satellite_034.jpg,2026-06-24T03:02:12Z,"0.7633393316808137,0.4348386224011429,0.1371912104421303,0.2261207361599871",Chalutier,0.98,False,ZONE-007,Mer de Chine Méridionale,Critical
DET-034-00111,IMG-034,satellite_034.jpg,2026-06-24T03:02:12Z,"0.6969152288428241,0.2923062404837767,0.23079697869332277,0.294833708804491",Bâtiment de débarquement,0.92,False,ZONE-007,Mer de Chine Méridionale,Critical
DET-036-00112,IMG-036,satellite_036.jpg,2026-06-20T06:08:55Z,"0.3335012349460372,0.7297826561013411,0.1810846006318152,0.16693860824794657",Frégate,0.94,True,ZONE-011,Port de Busan,Medium
DET-036-00113,IMG-036,satellite_036.jpg,2026-06-20T06:08:55Z,"0.38069382994131234,0.08918405171436401,0.06656695206904031,0.2709936208118205",Pétrolier,0.77,False,ZONE-011,Port de Busan,Medium
DET-036-00114,IMG-036,satellite_036.jpg,2026-06-20T06:08:55Z,"0.6236808834894247,0.01404811738805849,0.11242412009602265,0.12318791724554215",Croiseur,0.85,True,ZONE-011,Port de Busan,Medium
DET-036-00115,IMG-036,satellite_036.jpg,2026-06-20T06:08:55Z,"0.7348029705879815,0.27626761531383065,0.030934842070086222,0.19644166164436666",Chalutier,0.96,False,ZONE-011,Port de Busan,Medium
DET-037-00116,IMG-037,satellite_037.jpg,2026-05-03T20:00:00Z,"0.4921277417767974,0.09243436437722999,0.2434621391154712,0.24009644625193954",Navire de soutien,0.74,False,ZONE-003,Port de Shanghai,Medium
DET-037-00117,IMG-037,satellite_037.jpg,2026-05-03T20:00:00Z,"0.47804213404009466,0.1398971181387041,0.11920513888057802,0.08265913805721634",Corvette,0.79,True,ZONE-003,Port de Shanghai,Medium
DET-037-00118,IMG-037,satellite_037.jpg,2026-05-03T20:00:00Z,"0.5017843581004148,0.5288846956416352,0.24136010722646295,0.08870742497334128",Navire de guerre,0.76,True,ZONE-003,Port de Shanghai,Medium
DET-037-00119,IMG-037,satellite_037.jpg,2026-05-03T20:00:00Z,"0.4380590518121077,0.025378532826709946,0.24820814363495702,0.051318225976182366",Bâtiment de débarquement,0.79,False,ZONE-003,Port de Shanghai,Medium
DET-037-00120,IMG-037,satellite_037.jpg,2026-05-03T20:00:00Z,"0.23255342358237716,0.392756016957651,0.12249715120315324,0.22893232977895825",Cargo,0.98,False,ZONE-003,Port de Shanghai,Medium
DET-039-00121,IMG-039,satellite_039.jpg,2026-02-25T09:12:06Z,"0.07692792516543943,0.773599022815371,0.028706406928839603,0.07861996731134394",Navire de soutien,0.77,False,ZONE-005,Base navale de Rota,High
DET-039-00122,IMG-039,satellite_039.jpg,2026-02-25T09:12:06Z,"0.1956492402510227,0.392175725225026,0.2930860071356882,0.05653625368620159",Navire civil,0.92,False,ZONE-005,Base navale de Rota,High
DET-039-00123,IMG-039,satellite_039.jpg,2026-02-25T09:12:06Z,"0.6178537018322465,0.504944920960193,0.20928096903925175,0.048421580615325276",Porte-avions,0.92,True,ZONE-005,Base navale de Rota,High
DET-039-00124,IMG-039,satellite_039.jpg,2026-02-25T09:12:06Z,"0.38229571620266667,0.4079529943848271,0.10761353591826169,0.05959428360601017",Cargo,0.77,False,ZONE-005,Base navale de Rota,High
DET-039-00125,IMG-039,satellite_039.jpg,2026-02-25T09:12:06Z,"0.13450367913410188,0.216868239777701,0.09678877789643188,0.24239342556511753",Frégate,0.72,True,ZONE-005,Base navale de Rota,High
DET-040-00126,IMG-040,satellite_040.jpg,2026-05-16T09:38:31Z,"0.34638907828768783,0.5881204485540943,0.04655147344997857,0.05504293088166819",Cargo,0.7,False,ZONE-012,Détroit d'Ormuz,Critical
DET-043-00127,IMG-043,satellite_043.jpg,2026-09-27T05:58:11Z,"0.6386032542836866,0.6508027152654061,0.22856466421896557,0.1414443771764224",Navire de soutien,0.95,False,ZONE-009,Base navale de Yokosuka,High
DET-044-00128,IMG-044,satellite_044.jpg,2026-03-31T04:23:18Z,"0.5492616398869591,0.5626382104069824,0.11565659897376772,0.12825798374384442",Navire civil,0.97,False,ZONE-006,Port de Rotterdam,Low
