detection_id,image_id,file_name,image_datetime,date_only,category,vessel_group,confidence,cloud_cover,adjusted_confidence,quality_score,quality_level,bbox,bbox_ratio,bbox_area_pct,bbox_inside_image,bbox_plausibility,classification_uncertainty_flag,zone_name,country,image_lat,image_lon,detection_risk_level,mil_risk_level,effective_risk_level,in_sensitive_military_zone,mil_zone_active,base_type,mil_density,nearest_sensitive_zone,nearest_sensitive_zone_distance_km,near_sensitive_zone_25km,same_image_detection_count,same_image_combat_count,same_image_civilian_count,same_zone_day_detection_count,same_zone_day_combat_count,same_zone_day_civilian_count,possible_co_presence_proxy,dense_activity_same_day,zone_observation_days,zone_observation_span_days,score_vessel,score_geo,score_context,score_confidence,score_anomaly,priority_score,alert_level,requires_human_review,review_reasons,scoring_version
DET-050-00141,IMG-050,satellite_050.jpg,2026-03-07 18:56:42+00:00,2026-03-07,Sous-marin,combat_strategique,0.96,34.1,0.63264,69,Moyenne,"0.5525390155570772,0.6601042354849485,0.11299064590663402,0.2030191898719918",0.5565515554361002,2.2939269395077924,True,a_verifier,True,Port de Singapour,Singapore,1.3,103.8,Low,Critical,Critical,True,False,Base Sous-marine,1.0,Port de Singapour,0.0,True,5,3,1,5,3,1,True,True,5,228,30,22,16,6,0,74,Alerte analyste,True,navire de combat stratégique; zone critique; zone militaire/sensible connue; base sous-marine; activité dense le même jour; co-présence potentielle à vérifier; classification/bbox à vérifier,v2.1-actionnable
DET-073-00197,IMG-073,satellite_073.jpg,2026-06-29 00:59:57+00:00,2026-06-29,Sous-marin,combat_strategique,0.98,46.8,0.52136,51,Moyenne,"0.20878914855684905,0.7987281941869028,0.22081375662974628,0.1413696932200333",1.56195965061665,3.121637303351031,True,a_verifier,True,Port militaire de Toulon,France,43.12,5.9,High,Critical,Critical,True,True,Base Navale,3.0,Port militaire de Toulon,7.208804852728273e-14,True,5,3,1,5,3,1,True,True,2,104,30,25,16,3,0,74,Alerte analyste,True,navire de combat stratégique; zone critique; zone militaire/sensible connue; zone sensible active; activité dense le même jour; co-présence potentielle à vérifier; classification/bbox à vérifier,v2.1-actionnable
DET-085-00217,IMG-085,satellite_085.jpg,2026-05-05 06:59:15+00:00,2026-05-05,Porte-avions,combat_strategique,0.74,43.1,0.42105999999999993,47,Faible,"0.20846428403782166,0.35945450947486796,0.23078680848989788,0.11199787985716338",2.060635511888548,2.5847633249869726,True,plausible,False,Base navale de Pearl Harbor,USA,21.4,-157.9,High,Critical,Critical,True,True,Base Sous-marine,4.0,Base navale de Pearl Harbor,0.0,True,5,3,1,5,3,1,True,True,2,75,30,25,19,0,0,74,Alerte analyste,True,navire de combat stratégique; zone critique; zone militaire/sensible connue; zone sensible active; base sous-marine; activité dense le même jour; co-présence potentielle à vérifier; qualité observation faible,v2.1-actionnable
DET-067-00183,IMG-067,satellite_067.jpg,2026-10-11 21:36:25+00:00,2026-10-11,Navire de guerre,combat,0.97,15.5,0.81965,75,Bonne,"0.6133777456754843,0.026855078692667168,0.29655088766744847,0.2287875717351703",1.2961844274072567,6.784715748534478,True,plausible,False,Port militaire de Toulon,France,43.12,5.9,High,Critical,Critical,True,True,Base Navale,3.0,Port militaire de Toulon,7.208804852728273e-14,True,5,4,1,5,4,1,True,True,2,104,22,25,16,10,0,73,Alerte analyste,True,navire de combat; zone critique; zone militaire/sensible connue; zone sensible active; activité dense le même jour; co-présence potentielle à vérifier,v2.1-actionnable
DET-037-00117,IMG-037,satellite_037.jpg,2026-05-03 20:00:00+00:00,2026-05-03,Corvette,combat,0.79,7.0,0.7347,69,Moyenne,"0.47804213404009466,0.1398971181387041,0.11920513888057802,0.08265913805721634",1.4421289851590846,0.9853394031859339,True,plausible,False,Port de Shanghai,China,31.2,121.5,Medium,Critical,Critical,True,True,Base Sous-marine,5.0,Port de Shanghai,0.0,True,5,2,1,5,2,1,True,True,5,114,22,25,20,6,0,73,Alerte analyste,True,navire de combat; zone critique; zone militaire/sensible connue; zone sensible active; base sous-marine; activité dense le même jour; co-présence potentielle à vérifier,v2.1-actionnable
DET-037-00118,IMG-037,satellite_037.jpg,2026-05-03 20:00:00+00:00,2026-05-03,Navire de guerre,combat,0.76,7.0,0.7068,67,Moyenne,"0.5017843581004148,0.5288846956416352,0.24136010722646295,0.08870742497334128",2.7208557490987664,2.141043360334905,True,plausible,False,Port de Shanghai,China,31.2,121.5,Medium,Critical,Critical,True,True,Base Sous-marine,5.0,Port de Shanghai,0.0,True,5,2,1,5,2,1,True,True,5,114,22,25,20,6,0,73,Alerte analyste,True,navire de combat; zone critique; zone militaire/sensible connue; zone sensible active; base sous-marine; activité dense le même jour; co-présence potentielle à vérifier,v2.1-actionnable
DET-049-00136,IMG-049,satellite_049.jpg,2026-04-10 18:36:32+00:00,2026-04-10,Croiseur,combat_strategique,0.82,38.2,0.50676,53,Moyenne,"0.203954364621882,0.4824674997058284,0.03777740485307332,0.11634747415640136",0.3246946710874929,0.4395305634838855,True,plausible,False,Détroit d'Ormuz,International,25.0,56.0,Critical,Critical,Critical,True,True,Base Sous-marine,2.0,Détroit d'Ormuz,0.0,True,3,2,1,3,2,1,True,False,4,194,30,25,15,3,0,73,Alerte analyste,True,navire de combat stratégique; zone critique; zone militaire/sensible connue; zone sensible active; base sous-marine; co-présence potentielle à vérifier,v2.1-actionnable
DET-049-00135,IMG-049,satellite_049.jpg,2026-04-10 18:36:32+00:00,2026-04-10,Destroyer,combat_strategique,0.79,38.2,0.48822000000000004,52,Moyenne,"0.44862120044875353,0.5613941074246699,0.040115373748133204,0.10737225114457208",0.37361025144308113,0.43072779848429277,True,plausible,False,Détroit d'Ormuz,International,25.0,56.0,Critical,Critical,Critical,True,True,Base Sous-marine,2.0,Détroit d'Ormuz,0.0,True,3,2,1,3,2,1,True,False,4,194,30,25,15,3,0,73,Alerte analyste,True,navire de combat stratégique; zone critique; zone militaire/sensible connue; zone sensible active; base sous-marine; co-présence potentielle à vérifier,v2.1-actionnable
DET-039-00123,IMG-039,satellite_039.jpg,2026-02-25 09:12:06+00:00,2026-02-25,Porte-avions,combat_strategique,0.92,8.8,0.8390400000000001,89,Bonne,"0.6178537018322465,0.504944920960193,0.20928096903925175,0.048421580615325276",4.322059841495865,1.0133715313587504,True,plausible,False,Base navale de Rota,Spain,36.6,-6.4,High,High,High,True,False,Base Sous-marine,1.0,Base navale de Rota,0.0,True,5,2,2,5,2,2,True,True,6,257,30,16,16,10,0,72,Alerte analyste,True,navire de combat stratégique; zone à risque élevé; zone militaire/sensible connue; base sous-marine; activité dense le même jour; co-présence potentielle à vérifier,v2.1-actionnable
DET-083-00209,IMG-083,satellite_083.jpg,2026-04-16 20:48:47+00:00,2026-04-16,Croiseur,combat_strategique,0.83,4.3,0.79431,84,Bonne,"0.3391194543831979,0.7338718874640787,0.19457626097348718,0.1232055928333741",1.5792810740064067,2.397288358453979,True,plausible,False,Mer de Chine Méridionale,International,15.0,110.0,Critical,,Critical,False,,,,Détroit de Malacca,1659.3897387122565,False,4,2,1,4,2,1,True,True,8,220,30,18,9,10,5,72,Alerte analyste,True,navire de combat stratégique; zone critique; activité dense le même jour; co-présence potentielle à vérifier,v2.1-actionnable
DET-083-00208,IMG-083,satellite_083.jpg,2026-04-16 20:48:47+00:00,2026-04-16,Destroyer,combat_strategique,0.82,4.3,0.7847399999999999,83,Bonne,"0.585742952377722,0.09401741911592093,0.03109524442200889,0.19824918063187233",0.1568492960369373,0.6164606728211042,True,plausible,False,Mer de Chine Méridionale,International,15.0,110.0,Critical,,Critical,False,,,,Détroit de Malacca,1659.3897387122565,False,4,2,1,4,2,1,True,True,8,220,30,18,9,10,5,72,Alerte analyste,True,navire de combat stratégique; zone critique; activité dense le même jour; co-présence potentielle à vérifier,v2.1-actionnable
DET-024-00079,IMG-024,satellite_024.jpg,2026-10-15 16:55:22+00:00,2026-10-15,Destroyer,combat_strategique,0.94,25.9,0.6965399999999999,79,Bonne,"0.32678184216185474,0.4546155876801846,0.023174988896650546,0.17212524455103595",0.13464026707470567,0.39890006313035087,True,plausible,False,Détroit d'Ormuz,International,25.0,56.0,Critical,Critical,Critical,True,True,Base Sous-marine,2.0,Détroit d'Ormuz,0.0,True,3,2,0,3,2,0,False,False,4,194,30,25,11,6,0,72,Alerte analyste,True,navire de combat stratégique; zone critique; zone militaire/sensible connue; zone sensible active; base sous-marine,v2.1-actionnable
DET-034-00109,IMG-034,satellite_034.jpg,2026-06-24 03:02:12+00:00,2026-06-24,Porte-avions,combat_strategique,0.92,8.8,0.8390400000000001,74,Moyenne,"0.3858533857715962,0.6840910074017207,0.18489203994311473,0.2573964049058609",0.7183163261768801,4.759054637706856,True,a_verifier,True,Mer de Chine Méridionale,International,15.0,110.0,Critical,,Critical,False,,,,Détroit de Malacca,1659.3897387122565,False,4,2,1,4,2,1,True,True,8,220,30,18,9,10,5,72,Alerte analyste,True,navire de combat stratégique; zone critique; activité dense le même jour; co-présence potentielle à vérifier; classification/bbox à vérifier,v2.1-actionnable
DET-086-00221,IMG-086,satellite_086.jpg,2026-06-11 18:05:05+00:00,2026-06-11,Croiseur,combat_strategique,0.89,19.4,0.7173400000000001,68,Moyenne,"0.7350971347670829,0.6701129043484335,0.23366146790518463,0.2683259590041129",0.8708120107812717,6.269743745796739,True,plausible,False,Détroit de Malacca,International,3.0,101.0,Critical,High,Critical,True,False,Base Sous-marine,1.0,Détroit de Malacca,0.0,True,3,2,1,3,2,1,True,False,11,347,30,22,14,6,0,72,Alerte analyste,True,navire de combat stratégique; zone critique; zone militaire/sensible connue; base sous-marine; co-présence potentielle à vérifier,v2.1-actionnable
DET-086-00220,IMG-086,satellite_086.jpg,2026-06-11 18:05:05+00:00,2026-06-11,Sous-marin,combat_strategique,0.83,19.4,0.66898,62,Moyenne,"0.0034373742936605113,0.6237666864413267,0.17459106147265993,0.11247110770854729",1.5523192136160666,1.9636450079841117,True,a_verifier,True,Détroit de Malacca,International,3.0,101.0,Critical,High,Critical,True,False,Base Sous-marine,1.0,Détroit de Malacca,0.0,True,3,2,1,3,2,1,True,False,11,347,30,22,14,6,0,72,Alerte analyste,True,navire de combat stratégique; zone critique; zone militaire/sensible connue; base sous-marine; co-présence potentielle à vérifier; classification/bbox à vérifier,v2.1-actionnable
DET-050-00139,IMG-050,satellite_050.jpg,2026-03-07 18:56:42+00:00,2026-03-07,Croiseur,combat_strategique,0.71,34.1,0.46789,61,Moyenne,"0.4616976278025335,0.04810354547931635,0.26749471602706865,0.29868852342483926",0.8955640911806908,7.989760175407179,True,plausible,False,Port de Singapour,Singapore,1.3,103.8,Low,Critical,Critical,True,False,Base Sous-marine,1.0,Port de Singapour,0.0,True,5,3,1,5,3,1,True,True,5,228,30,22,16,3,0,71,Alerte analyste,True,navire de combat stratégique; zone critique; zone militaire/sensible connue; base sous-marine; activité dense le même jour; co-présence potentielle à vérifier,v2.1-actionnable
DET-033-00103,IMG-033,satellite_033.jpg,2026-01-13 19:16:01+00:00,2026-01-13,Destroyer,combat_strategique,0.92,39.2,0.55936,57,Moyenne,"0.338556749868794,0.002159495546985646,0.035008578373303165,0.24167505493479713",0.14485805489005998,0.8460700101557177,True,plausible,False,Détroit de Malacca,International,3.0,101.0,Critical,High,Critical,True,False,Base Sous-marine,1.0,Détroit de Malacca,0.0,True,5,4,1,5,4,1,True,True,11,347,30,22,16,3,0,71,Alerte analyste,True,navire de combat stratégique; zone critique; zone militaire/sensible connue; base sous-marine; activité dense le même jour; co-présence potentielle à vérifier,v2.1-actionnable
DET-055-00156,IMG-055,satellite_055.jpg,2026-12-17 13:07:30+00:00,2026-12-17,Sous-marin,combat_strategique,0.93,44.5,0.51615,54,Moyenne,"0.01995624914398482,0.5150819764429005,0.1787092030642219,0.05602942196157225",3.18955999915169,1.001297334690158,True,plausible,False,Détroit de Malacca,International,3.0,101.0,Critical,High,Critical,True,False,Base Sous-marine,1.0,Détroit de Malacca,0.0,True,4,2,1,4,2,1,True,True,11,347,30,22,16,3,0,71,Alerte analyste,True,navire de combat stratégique; zone critique; zone militaire/sensible connue; base sous-marine; activité dense le même jour; co-présence potentielle à vérifier,v2.1-actionnable
DET-055-00155,IMG-055,satellite_055.jpg,2026-12-17 13:07:30+00:00,2026-12-17,Porte-avions,combat_strategique,0.98,44.5,0.5438999999999999,53,Moyenne,"0.35320406765581414,0.00496849374844981,0.03600246735428925,0.16534004506601335",0.2177480194826059,0.5952649574845849,True,a_verifier,True,Détroit de Malacca,International,3.0,101.0,Critical,High,Critical,True,False,Base Sous-marine,1.0,Détroit de Malacca,0.0,True,4,2,1,4,2,1,True,True,11,347,30,22,16,3,0,71,Alerte analyste,True,navire de combat stratégique; zone critique; zone militaire/sensible connue; base sous-marine; activité dense le même jour; co-présence potentielle à vérifier; classification/bbox à vérifier,v2.1-actionnable
DET-073-00198,IMG-073,satellite_073.jpg,2026-06-29 00:59:57+00:00,2026-06-29,Destroyer,combat_strategique,0.75,46.8,0.399,46,Faible,"0.496493573114793,0.6323439849485565,0.05595307761698895,0.24142294680040527",0.2317637091193644,1.3508356880845256,True,plausible,False,Port militaire de Toulon,France,43.12,5.9,High,Critical,Critical,True,True,Base Navale,3.0,Port militaire de Toulon,7.208804852728273e-14,True,5,3,1,5,3,1,True,True,2,104,30,25,16,0,0,71,Alerte analyste,True,navire de combat stratégique; zone critique; zone militaire/sensible connue; zone sensible active; activité dense le même jour; co-présence potentielle à vérifier; qualité observation faible,v2.1-actionnable
DET-031-00099,IMG-031,satellite_031.jpg,2026-09-19 00:02:21+00:00,2026-09-19,Corvette,combat,0.84,3.7,0.80892,87,Bonne,"0.17338508348702356,0.44469087185449596,0.17199172652055988,0.2776028922721511",0.6195602830821582,4.774540072898824,True,plausible,False,Détroit de Malacca,International,3.0,101.0,Critical,High,Critical,True,False,Base Sous-marine,1.0,Détroit de Malacca,0.0,True,5,2,3,5,2,3,True,True,11,347,22,22,16,10,0,70,Alerte analyste,True,navire de combat; zone critique; zone militaire/sensible connue; base sous-marine; activité dense le même jour; co-présence potentielle à vérifier,v2.1-actionnable
DET-037-00120,IMG-037,satellite_037.jpg,2026-05-03 20:00:00+00:00,2026-05-03,Cargo,civil,0.98,7.0,0.9113999999999999,82,Bonne,"0.23255342358237716,0.392756016957651,0.12249715120315324,0.22893232977895825",0.5350801755323431,2.8043558216223174,True,plausible,False,Port de Shanghai,China,31.2,121.5,Medium,Critical,Critical,True,True,Base Sous-marine,5.0,Port de Shanghai,0.0,True,5,2,1,5,2,1,True,True,5,114,0,25,20,15,10,70,Alerte analyste,True,zone critique; zone militaire/sensible connue; zone sensible active; base sous-marine; activité dense le même jour; co-présence potentielle à vérifier; navire civil en zone sensible,v2.1-actionnable
DET-006-00019,IMG-006,satellite_006.jpg,2026-01-04 02:10:50+00:00,2026-01-04,Destroyer,combat_strategique,0.72,10.0,0.648,73,Moyenne,"0.5959211286082203,0.059369077426325405,0.20643698400143987,0.22565541440020295",0.9148328417031513,4.658362317237295,True,plausible,False,Détroit de Malacca,International,3.0,101.0,Critical,High,Critical,True,False,Base Sous-marine,1.0,Détroit de Malacca,0.0,True,4,3,0,4,3,0,False,True,11,347,30,22,12,6,0,70,Alerte analyste,True,navire de combat stratégique; zone critique; zone militaire/sensible connue; base sous-marine; activité dense le même jour,v2.1-actionnable
DET-011-00043,IMG-011,satellite_011.jpg,2026-11-10 05:50:18+00:00,2026-11-10,Navire de guerre,combat,0.88,11.3,0.78056,73,Moyenne,"0.33188890384428565,0.319606989475521,0.1045742179249519,0.058503842166684875",1.7874760708366266,0.6117993540185886,True,plausible,False,Détroit de Malacca,International,3.0,101.0,Critical,High,Critical,True,False,Base Sous-marine,1.0,Détroit de Malacca,0.0,True,4,2,2,4,2,2,True,True,11,347,22,22,16,10,0,70,Alerte analyste,True,navire de combat; zone critique; zone militaire/sensible connue; base sous-marine; activité dense le même jour; co-présence potentielle à vérifier,v2.1-actionnable
DET-014-00050,IMG-014,satellite_014.jpg,2026-05-04 09:01:54+00:00,2026-05-04,Destroyer,combat_strategique,0.87,29.3,0.61509,73,Moyenne,"0.4977062583112307,0.7712065476226733,0.13994453559988626,0.07971502089665419",1.7555604204296225,1.115568157971748,True,plausible,False,Golfe Persique,International,26.0,55.0,Critical,High,Critical,True,False,Base Sous-marine,1.0,Golfe Persique,0.0,True,4,3,0,4,3,0,False,True,2,13,30,22,12,6,0,70,Alerte analyste,True,navire de combat stratégique; zone critique; zone militaire/sensible connue; base sous-marine; activité dense le même jour,v2.1-actionnable
DET-006-00020,IMG-006,satellite_006.jpg,2026-01-04 02:10:50+00:00,2026-01-04,Sous-marin,combat_strategique,0.7,10.0,0.63,69,Moyenne,"0.08772338466978519,0.12141026193616754,0.20378114745648962,0.1205521516014014",1.6903982612461366,2.4566255781682265,True,a_verifier,True,Détroit de Malacca,International,3.0,101.0,Critical,High,Critical,True,False,Base Sous-marine,1.0,Détroit de Malacca,0.0,True,4,3,0,4,3,0,False,True,11,347,30,22,12,6,0,70,Alerte analyste,True,navire de combat stratégique; zone critique; zone militaire/sensible connue; base sous-marine; activité dense le même jour; classification/bbox à vérifier,v2.1-actionnable
DET-007-00024,IMG-007,satellite_007.jpg,2026-04-06 03:08:14+00:00,2026-04-06,Navire de guerre,combat,0.72,21.1,0.5680799999999999,58,Moyenne,"0.016630245559289138,0.6261170766235215,0.1213290512433881,0.025769815534018553",4.708184700942958,0.3126627269459589,True,plausible,False,Port de Shanghai,China,31.2,121.5,Medium,Critical,Critical,True,True,Base Sous-marine,5.0,Port de Shanghai,0.0,True,5,3,2,5,3,2,True,True,5,114,22,25,20,3,0,70,Alerte analyste,True,navire de combat; zone critique; zone militaire/sensible connue; zone sensible active; base sous-marine; activité dense le même jour; co-présence potentielle à vérifier,v2.1-actionnable
DET-008-00029,IMG-008,satellite_008.jpg,2026-10-21 20:26:19+00:00,2026-10-21,Porte-avions,combat_strategique,0.76,43.8,0.42712000000000006,45,Faible,"0.2842690233641742,0.7304818210468121,0.032788436360300946,0.23106391715708882",0.14190201898987836,0.7576224542867044,True,a_verifier,True,Détroit d'Ormuz,International,25.0,56.0,Critical,Critical,Critical,True,True,Base Sous-marine,2.0,Détroit d'Ormuz,0.0,True,3,2,1,3,2,1,True,False,4,194,30,25,15,0,0,70,Alerte analyste,True,navire de combat stratégique; zone critique; zone militaire/sensible connue; zone sensible active; base sous-marine; co-présence potentielle à vérifier; qualité observation faible; classification/bbox à vérifier,v2.1-actionnable
DET-087-00222,IMG-087,satellite_087.jpg,2026-07-03 22:36:58+00:00,2026-07-03,Croiseur,combat_strategique,0.91,11.5,0.80535,74,Moyenne,"0.10130585695889814,0.2085654838479216,0.21229038009072798,0.07965780705431597",2.665029178445428,1.6910586136754588,True,plausible,False,Port de Singapour,Singapore,1.3,103.8,Low,Critical,Critical,True,False,Base Sous-marine,1.0,Port de Singapour,0.0,True,2,2,0,2,2,0,False,False,5,228,30,22,7,10,0,69,Alerte analyste,True,navire de combat stratégique; zone critique; zone militaire/sensible connue; base sous-marine,v2.1-actionnable
DET-024-00077,IMG-024,satellite_024.jpg,2026-10-15 16:55:22+00:00,2026-10-15,Porte-avions,combat_strategique,0.78,25.9,0.57798,70,Moyenne,"0.625965134619561,0.3602752853300345,0.22432878327871675,0.10189461919369881",2.201576344794753,2.2857895946370625,True,plausible,False,Détroit d'Ormuz,International,25.0,56.0,Critical,Critical,Critical,True,True,Base Sous-marine,2.0,Détroit d'Ormuz,0.0,True,3,2,0,3,2,0,False,False,4,194,30,25,11,3,0,69,Alerte analyste,True,navire de combat stratégique; zone critique; zone militaire/sensible connue; zone sensible active; base sous-marine,v2.1-actionnable
DET-067-00184,IMG-067,satellite_067.jpg,2026-10-11 21:36:25+00:00,2026-10-11,Frégate,combat,0.76,15.5,0.6422,63,Moyenne,"0.002722648564658581,0.5922517839448734,0.16489844717717117,0.10207053139601573",1.6155343263316042,1.6831272129751675,True,plausible,False,Port militaire de Toulon,France,43.12,5.9,High,Critical,Critical,True,True,Base Navale,3.0,Port militaire de Toulon,7.208804852728273e-14,True,5,4,1,5,4,1,True,True,2,104,22,25,16,6,0,69,Alerte analyste,True,navire de combat; zone critique; zone militaire/sensible connue; zone sensible active; activité dense le même jour; co-présence potentielle à vérifier,v2.1-actionnable
