detection_id,image_id,file_name,image_datetime,date_only,category,vessel_group,confidence,cloud_cover,adjusted_confidence,quality_score,quality_level,bbox,bbox_ratio,bbox_area_pct,bbox_inside_image,bbox_plausibility,classification_uncertainty_flag,zone_name,country,image_lat,image_lon,detection_risk_level,mil_risk_level,effective_risk_level,in_sensitive_military_zone,mil_zone_active,base_type,mil_density,nearest_sensitive_zone,nearest_sensitive_zone_distance_km,near_sensitive_zone_25km,same_image_detection_count,same_image_combat_count,same_image_civilian_count,same_zone_day_detection_count,same_zone_day_combat_count,same_zone_day_civilian_count,possible_co_presence_proxy,dense_activity_same_day,zone_observation_days,zone_observation_span_days,score_vessel,score_geo,score_context,score_confidence,score_anomaly,priority_score,alert_level,requires_human_review,review_reasons,scoring_version
DET-002-00011,IMG-002,satellite_002.jpg,2026-03-02 15:20:53+00:00,2026-03-02,Navire de guerre,combat,0.83,25.6,0.61752,71,Moyenne,"0.30456345171686955,0.3764579548053819,0.2866799639158904,0.10155543062736225",2.8228915198814573,2.9113907187714907,True,plausible,False,Base navale de Yokosuka,Japan,35.4,139.7,High,,High,False,,,,Port de Busan,971.7284406546436,False,4,2,1,4,2,1,True,True,6,282,22,12,9,6,5,54,À examiner,False,navire de combat; zone à risque élevé; activité dense le même jour; co-présence potentielle à vérifier,v2.1-actionnable
DET-004-00012,IMG-004,satellite_004.jpg,2026-10-03 08:53:49+00:00,2026-10-03,Destroyer,combat_strategique,0.96,32.7,0.64608,73,Moyenne,"0.7459333595512729,0.10487580225891656,0.051638289429665626,0.19395726910703068",0.26623539126636325,1.0015621599136384,True,plausible,False,Mer Baltique,International,55.0,20.0,Medium,,Medium,False,,,,Port militaire de Toulon,1666.9047507944083,False,3,2,1,3,2,1,True,False,8,269,30,6,7,6,0,49,À examiner,False,navire de combat stratégique; co-présence potentielle à vérifier,v2.1-actionnable
DET-004-00013,IMG-004,satellite_004.jpg,2026-10-03 08:53:49+00:00,2026-10-03,Pétrolier,civil,0.74,32.7,0.49802,63,Moyenne,"0.5715352270360203,0.6917271385955817,0.12473876484422532,0.2509732845198333",0.4970200915323629,3.1306097519902334,True,plausible,False,Mer Baltique,International,55.0,20.0,Medium,,Medium,False,,,,Port militaire de Toulon,1666.9047507944083,False,3,2,1,3,2,1,True,False,8,269,0,6,7,3,0,16,Veille,False,co-présence potentielle à vérifier,v2.1-actionnable
DET-004-00014,IMG-004,satellite_004.jpg,2026-10-03 08:53:49+00:00,2026-10-03,Frégate,combat,0.96,32.7,0.64608,73,Moyenne,"0.5868673096084751,0.42216123624283974,0.02584597465863368,0.26667474155647475",0.09691947016721905,0.6892468612366309,True,plausible,False,Mer Baltique,International,55.0,20.0,Medium,,Medium,False,,,,Port militaire de Toulon,1666.9047507944083,False,3,2,1,3,2,1,True,False,8,269,22,6,7,6,0,41,À examiner,False,navire de combat; co-présence potentielle à vérifier,v2.1-actionnable
DET-005-00015,IMG-005,satellite_005.jpg,2026-11-09 21:23:47+00:00,2026-11-09,Pétrolier,civil,0.74,45.2,0.40552000000000005,53,Moyenne,"0.37153706221803146,0.7979445277461746,0.2609122674268525,0.22392954239738191",1.1651533988482932,5.84259646507584,False,bbox_hors_image,True,Base navale de Rota,Spain,36.6,-6.4,High,High,High,True,False,Base Sous-marine,1.0,Base navale de Rota,0.0,True,4,2,2,4,2,2,True,True,6,257,0,16,16,0,7,39,Veille,False,zone à risque élevé; zone militaire/sensible connue; base sous-marine; activité dense le même jour; co-présence potentielle à vérifier; navire civil en zone sensible; classification/bbox à vérifier,v2.1-actionnable
DET-005-00016,IMG-005,satellite_005.jpg,2026-11-09 21:23:47+00:00,2026-11-09,Destroyer,combat_strategique,0.82,45.2,0.44936,61,Moyenne,"0.44962468929995564,0.056210282094379595,0.0870224132499691,0.03335517423073682",2.608962934745456,0.29026477559318975,True,plausible,False,Base navale de Rota,Spain,36.6,-6.4,High,High,High,True,False,Base Sous-marine,1.0,Base navale de Rota,0.0,True,4,2,2,4,2,2,True,True,6,257,30,16,16,0,0,62,Alerte analyste,True,navire de combat stratégique; zone à risque élevé; zone militaire/sensible connue; base sous-marine; activité dense le même jour; co-présence potentielle à vérifier,v2.1-actionnable
DET-005-00017,IMG-005,satellite_005.jpg,2026-11-09 21:23:47+00:00,2026-11-09,Cargo,civil,0.94,45.2,0.51512,66,Moyenne,"0.7996517120342745,0.6710511683335185,0.18249000384571065,0.29269796554456673",0.623475477549653,5.341445285785964,True,plausible,False,Base navale de Rota,Spain,36.6,-6.4,High,High,High,True,False,Base Sous-marine,1.0,Base navale de Rota,0.0,True,4,2,2,4,2,2,True,True,6,257,0,16,16,3,7,42,À examiner,False,zone à risque élevé; zone militaire/sensible connue; base sous-marine; activité dense le même jour; co-présence potentielle à vérifier; navire civil en zone sensible,v2.1-actionnable
DET-005-00018,IMG-005,satellite_005.jpg,2026-11-09 21:23:47+00:00,2026-11-09,Frégate,combat,0.97,45.2,0.53156,67,Moyenne,"0.6879133505955424,0.06291192476571572,0.22065095849921737,0.23125273986789177",0.9541550021213547,5.102613870742046,True,plausible,False,Base navale de Rota,Spain,36.6,-6.4,High,High,High,True,False,Base Sous-marine,1.0,Base navale de Rota,0.0,True,4,2,2,4,2,2,True,True,6,257,22,16,16,3,0,57,À examiner,False,navire de combat; zone à risque élevé; zone militaire/sensible connue; base sous-marine; activité dense le même jour; co-présence potentielle à vérifier,v2.1-actionnable
DET-006-00019,IMG-006,satellite_006.jpg,2026-01-04 02:10:50+00:00,2026-01-04,Destroyer,combat_strategique,0.72,10.0,0.648,73,Moyenne,"0.5959211286082203,0.059369077426325405,0.20643698400143987,0.22565541440020295",0.9148328417031513,4.658362317237295,True,plausible,False,Détroit de Malacca,International,3.0,101.0,Critical,High,Critical,True,False,Base Sous-marine,1.0,Détroit de Malacca,0.0,True,4,3,0,4,3,0,False,True,11,347,30,22,12,6,0,70,Alerte analyste,True,navire de combat stratégique; zone critique; zone militaire/sensible connue; base sous-marine; activité dense le même jour,v2.1-actionnable
DET-006-00020,IMG-006,satellite_006.jpg,2026-01-04 02:10:50+00:00,2026-01-04,Sous-marin,combat_strategique,0.7,10.0,0.63,69,Moyenne,"0.08772338466978519,0.12141026193616754,0.20378114745648962,0.1205521516014014",1.6903982612461366,2.4566255781682265,True,a_verifier,True,Détroit de Malacca,International,3.0,101.0,Critical,High,Critical,True,False,Base Sous-marine,1.0,Détroit de Malacca,0.0,True,4,3,0,4,3,0,False,True,11,347,30,22,12,6,0,70,Alerte analyste,True,navire de combat stratégique; zone critique; zone militaire/sensible connue; base sous-marine; activité dense le même jour; classification/bbox à vérifier,v2.1-actionnable
DET-006-00021,IMG-006,satellite_006.jpg,2026-01-04 02:10:50+00:00,2026-01-04,Navire de soutien,soutien_ou_amphibie,0.72,10.0,0.648,68,Moyenne,"0.6473196268288994,0.7532578867941723,0.19090812627627224,0.26351076973428644",0.7244794073076264,5.0306347303590835,False,bbox_hors_image,True,Détroit de Malacca,International,3.0,101.0,Critical,High,Critical,True,False,Base Sous-marine,1.0,Détroit de Malacca,0.0,True,4,3,0,4,3,0,False,True,11,347,16,22,12,6,0,56,À examiner,True,navire de soutien/amphibie; zone critique; zone militaire/sensible connue; base sous-marine; activité dense le même jour; classification/bbox à vérifier,v2.1-actionnable
DET-006-00022,IMG-006,satellite_006.jpg,2026-01-04 02:10:50+00:00,2026-01-04,Porte-avions,combat_strategique,0.89,10.0,0.801,84,Bonne,"0.49920998507995606,0.034420613608061236,0.18821690254546522,0.08619328584968004",2.1836608349484794,1.6223033282842647,True,plausible,False,Détroit de Malacca,International,3.0,101.0,Critical,High,Critical,True,False,Base Sous-marine,1.0,Détroit de Malacca,0.0,True,4,3,0,4,3,0,False,True,11,347,30,22,12,10,0,74,Alerte analyste,True,navire de combat stratégique; zone critique; zone militaire/sensible connue; base sous-marine; activité dense le même jour,v2.1-actionnable
DET-007-00023,IMG-007,satellite_007.jpg,2026-04-06 03:08:14+00:00,2026-04-06,Croiseur,combat_strategique,0.87,21.1,0.68643,66,Moyenne,"0.5025456634904577,0.42157091518791534,0.277002177990542,0.2546876177928627",1.0876154105608218,7.054902483584568,True,plausible,False,Port de Shanghai,China,31.2,121.5,Medium,Critical,Critical,True,True,Base Sous-marine,5.0,Port de Shanghai,0.0,True,5,3,2,5,3,2,True,True,5,114,30,25,20,6,0,81,Revue prioritaire immédiate,True,navire de combat stratégique; zone critique; zone militaire/sensible connue; zone sensible active; base sous-marine; activité dense le même jour; co-présence potentielle à vérifier,v2.1-actionnable
DET-007-00024,IMG-007,satellite_007.jpg,2026-04-06 03:08:14+00:00,2026-04-06,Navire de guerre,combat,0.72,21.1,0.5680799999999999,58,Moyenne,"0.016630245559289138,0.6261170766235215,0.1213290512433881,0.025769815534018553",4.708184700942958,0.3126627269459589,True,plausible,False,Port de Shanghai,China,31.2,121.5,Medium,Critical,Critical,True,True,Base Sous-marine,5.0,Port de Shanghai,0.0,True,5,3,2,5,3,2,True,True,5,114,22,25,20,3,0,70,Alerte analyste,True,navire de combat; zone critique; zone militaire/sensible connue; zone sensible active; base sous-marine; activité dense le même jour; co-présence potentielle à vérifier,v2.1-actionnable
DET-007-00025,IMG-007,satellite_007.jpg,2026-04-06 03:08:14+00:00,2026-04-06,Chalutier,civil,0.95,21.1,0.7495499999999999,70,Moyenne,"0.3285007396795342,0.5734258448954177,0.08389157781615651,0.2518065388923043",0.33315885355954267,2.1124447852100783,True,plausible,False,Port de Shanghai,China,31.2,121.5,Medium,Critical,Critical,True,True,Base Sous-marine,5.0,Port de Shanghai,0.0,True,5,3,2,5,3,2,True,True,5,114,0,25,20,6,10,61,Alerte analyste,True,zone critique; zone militaire/sensible connue; zone sensible active; base sous-marine; activité dense le même jour; co-présence potentielle à vérifier; navire civil en zone sensible,v2.1-actionnable
DET-007-00026,IMG-007,satellite_007.jpg,2026-04-06 03:08:14+00:00,2026-04-06,Pétrolier,civil,0.81,21.1,0.6390899999999999,63,Moyenne,"0.7157682058347914,0.7078832115539528,0.15432948009141417,0.28703024576428826",0.537676716544189,4.429722859931341,True,plausible,False,Port de Shanghai,China,31.2,121.5,Medium,Critical,Critical,True,True,Base Sous-marine,5.0,Port de Shanghai,0.0,True,5,3,2,5,3,2,True,True,5,114,0,25,20,6,10,61,Alerte analyste,True,zone critique; zone militaire/sensible connue; zone sensible active; base sous-marine; activité dense le même jour; co-présence potentielle à vérifier; navire civil en zone sensible,v2.1-actionnable
DET-007-00027,IMG-007,satellite_007.jpg,2026-04-06 03:08:14+00:00,2026-04-06,Destroyer,combat_strategique,1.0,21.1,0.7889999999999999,73,Moyenne,"0.318279225025118,0.39739519192417483,0.041804848284949875,0.0327350216359925",1.277067990050904,0.13684826130972155,True,plausible,False,Port de Shanghai,China,31.2,121.5,Medium,Critical,Critical,True,True,Base Sous-marine,5.0,Port de Shanghai,0.0,True,5,3,2,5,3,2,True,True,5,114,30,25,20,10,0,85,Revue prioritaire immédiate,True,navire de combat stratégique; zone critique; zone militaire/sensible connue; zone sensible active; base sous-marine; activité dense le même jour; co-présence potentielle à vérifier,v2.1-actionnable
DET-008-00028,IMG-008,satellite_008.jpg,2026-10-21 20:26:19+00:00,2026-10-21,Chalutier,civil,0.85,43.8,0.4777,51,Moyenne,"0.5682357050993878,0.056430093648470514,0.13345396211281146,0.10620442634114431",1.2565762719167426,1.4173401489143942,True,plausible,False,Détroit d'Ormuz,International,25.0,56.0,Critical,Critical,Critical,True,True,Base Sous-marine,2.0,Détroit d'Ormuz,0.0,True,3,2,1,3,2,1,True,False,4,194,0,25,15,3,10,53,À examiner,False,zone critique; zone militaire/sensible connue; zone sensible active; base sous-marine; co-présence potentielle à vérifier; navire civil en zone sensible,v2.1-actionnable
DET-008-00029,IMG-008,satellite_008.jpg,2026-10-21 20:26:19+00:00,2026-10-21,Porte-avions,combat_strategique,0.76,43.8,0.42712000000000006,45,Faible,"0.2842690233641742,0.7304818210468121,0.032788436360300946,0.23106391715708882",0.14190201898987836,0.7576224542867044,True,a_verifier,True,Détroit d'Ormuz,International,25.0,56.0,Critical,Critical,Critical,True,True,Base Sous-marine,2.0,Détroit d'Ormuz,0.0,True,3,2,1,3,2,1,True,False,4,194,30,25,15,0,0,70,Alerte analyste,True,navire de combat stratégique; zone critique; zone militaire/sensible connue; zone sensible active; base sous-marine; co-présence potentielle à vérifier; qualité observation faible; classification/bbox à vérifier,v2.1-actionnable
DET-008-00030,IMG-008,satellite_008.jpg,2026-10-21 20:26:19+00:00,2026-10-21,Navire de guerre,combat,1.0,43.8,0.562,57,Moyenne,"0.33477080654514024,0.5309057430489469,0.20557889114768502,0.06668855948939102",3.082671041655789,1.3709760112065426,True,plausible,False,Détroit d'Ormuz,International,25.0,56.0,Critical,Critical,Critical,True,True,Base Sous-marine,2.0,Détroit d'Ormuz,0.0,True,3,2,1,3,2,1,True,False,4,194,22,25,15,3,0,65,Alerte analyste,True,navire de combat; zone critique; zone militaire/sensible connue; zone sensible active; base sous-marine; co-présence potentielle à vérifier,v2.1-actionnable
DET-009-00031,IMG-009,satellite_009.jpg,2026-01-28 03:13:46+00:00,2026-01-28,Frégate,combat,0.93,1.9,0.9123300000000001,82,Bonne,"0.5806046350241214,0.4019280210704258,0.17250443531331297,0.1676337518855597",1.0290555056661757,2.8917565708470474,True,plausible,False,Mer Baltique,International,55.0,20.0,Medium,,Medium,False,,,,Port militaire de Toulon,1666.9047507944083,False,5,3,1,5,3,1,True,True,8,269,22,6,9,15,0,52,À examiner,False,navire de combat; activité dense le même jour; co-présence potentielle à vérifier,v2.1-actionnable
DET-009-00032,IMG-009,satellite_009.jpg,2026-01-28 03:13:46+00:00,2026-01-28,Navire de soutien,soutien_ou_amphibie,0.73,1.9,0.7161299999999999,68,Moyenne,"0.6518584273252466,0.2697678569856787,0.16175332688601296,0.13985543925755697",1.1565751589262754,2.262208258301452,True,plausible,False,Mer Baltique,International,55.0,20.0,Medium,,Medium,False,,,,Port militaire de Toulon,1666.9047507944083,False,5,3,1,5,3,1,True,True,8,269,16,6,9,6,0,37,Veille,False,navire de soutien/amphibie; activité dense le même jour; co-présence potentielle à vérifier,v2.1-actionnable
DET-009-00033,IMG-009,satellite_009.jpg,2026-01-28 03:13:46+00:00,2026-01-28,Chalutier,civil,0.96,1.9,0.9417599999999999,84,Bonne,"0.21682641619433154,0.15919966205739255,0.06448842180973047,0.030131438431776587",2.1402370801428834,0.19431289113223243,True,plausible,False,Mer Baltique,International,55.0,20.0,Medium,,Medium,False,,,,Port militaire de Toulon,1666.9047507944083,False,5,3,1,5,3,1,True,True,8,269,0,6,9,15,0,30,Veille,False,activité dense le même jour; co-présence potentielle à vérifier,v2.1-actionnable
DET-009-00034,IMG-009,satellite_009.jpg,2026-01-28 03:13:46+00:00,2026-01-28,Destroyer,combat_strategique,0.85,1.9,0.83385,76,Bonne,"0.6431304339005923,0.0269089915507724,0.280996079698712,0.0483426815557199",5.812587772460144,1.3584103999280523,True,plausible,False,Mer Baltique,International,55.0,20.0,Medium,,Medium,False,,,,Port militaire de Toulon,1666.9047507944083,False,5,3,1,5,3,1,True,True,8,269,30,6,9,10,0,55,À examiner,False,navire de combat stratégique; activité dense le même jour; co-présence potentielle à vérifier,v2.1-actionnable
DET-009-00035,IMG-009,satellite_009.jpg,2026-01-28 03:13:46+00:00,2026-01-28,Navire de guerre,combat,0.9,1.9,0.8829,80,Bonne,"0.7107678508820067,0.101818531744832,0.19836334924357218,0.10744212650278184",1.8462343933451117,2.131258006294336,True,plausible,False,Mer Baltique,International,55.0,20.0,Medium,,Medium,False,,,,Port militaire de Toulon,1666.9047507944083,False,5,3,1,5,3,1,True,True,8,269,22,6,9,15,0,52,À examiner,False,navire de combat; activité dense le même jour; co-présence potentielle à vérifier,v2.1-actionnable
DET-010-00036,IMG-010,satellite_010.jpg,2026-10-10 13:35:17+00:00,2026-10-10,Sous-marin,combat_strategique,0.78,43.7,0.43914,46,Faible,"0.2760713813050738,0.6292109071254108,0.2552668424892788,0.15208309246454915",1.6784695678698278,3.8821770809430474,True,a_verifier,True,Port de Singapour,Singapore,1.3,103.8,Low,Critical,Critical,True,False,Base Sous-marine,1.0,Port de Singapour,0.0,True,5,2,2,5,2,2,True,True,5,228,30,22,16,0,0,68,Alerte analyste,True,navire de combat stratégique; zone critique; zone militaire/sensible connue; base sous-marine; activité dense le même jour; co-présence potentielle à vérifier; qualité observation faible; classification/bbox à vérifier,v2.1-actionnable
DET-010-00037,IMG-010,satellite_010.jpg,2026-10-10 13:35:17+00:00,2026-10-10,Chalutier,civil,0.96,43.7,0.54048,56,Moyenne,"0.6593332038819141,0.43478269223772287,0.07584263745257687,0.20672284931187407",0.36688076671271214,1.5678406113524126,True,plausible,False,Port de Singapour,Singapore,1.3,103.8,Low,Critical,Critical,True,False,Base Sous-marine,1.0,Port de Singapour,0.0,True,5,2,2,5,2,2,True,True,5,228,0,22,16,3,7,48,À examiner,False,zone critique; zone militaire/sensible connue; base sous-marine; activité dense le même jour; co-présence potentielle à vérifier; navire civil en zone sensible,v2.1-actionnable
DET-010-00038,IMG-010,satellite_010.jpg,2026-10-10 13:35:17+00:00,2026-10-10,Navire civil,civil,0.82,43.7,0.4616599999999999,50,Moyenne,"0.04330968447123862,0.2947517457466443,0.14174220022047188,0.03501919472715861",4.047557384594735,0.4963697710576604,True,plausible,False,Port de Singapour,Singapore,1.3,103.8,Low,Critical,Critical,True,False,Base Sous-marine,1.0,Port de Singapour,0.0,True,5,2,2,5,2,2,True,True,5,228,0,22,16,3,7,48,À examiner,False,zone critique; zone militaire/sensible connue; base sous-marine; activité dense le même jour; co-présence potentielle à vérifier; navire civil en zone sensible,v2.1-actionnable
DET-010-00039,IMG-010,satellite_010.jpg,2026-10-10 13:35:17+00:00,2026-10-10,Navire de guerre,combat,0.79,43.7,0.44477,49,Faible,"0.4425523775101121,0.5069974065567486,0.25327111911344086,0.1818735170202606",1.392567336151676,4.606330919281882,True,plausible,False,Port de Singapour,Singapore,1.3,103.8,Low,Critical,Critical,True,False,Base Sous-marine,1.0,Port de Singapour,0.0,True,5,2,2,5,2,2,True,True,5,228,22,22,16,0,0,60,Alerte analyste,True,navire de combat; zone critique; zone militaire/sensible connue; base sous-marine; activité dense le même jour; co-présence potentielle à vérifier; qualité observation faible,v2.1-actionnable
DET-010-00040,IMG-010,satellite_010.jpg,2026-10-10 13:35:17+00:00,2026-10-10,Navire de soutien,soutien_ou_amphibie,0.91,43.7,0.51233,54,Moyenne,"0.3862367041626568,0.2455997518833849,0.1878310632610799,0.29389956891179553",0.6390994854349424,5.520346852067556,True,plausible,False,Port de Singapour,Singapore,1.3,103.8,Low,Critical,Critical,True,False,Base Sous-marine,1.0,Port de Singapour,0.0,True,5,2,2,5,2,2,True,True,5,228,16,22,16,3,0,57,À examiner,False,navire de soutien/amphibie; zone critique; zone militaire/sensible connue; base sous-marine; activité dense le même jour; co-présence potentielle à vérifier,v2.1-actionnable
DET-011-00041,IMG-011,satellite_011.jpg,2026-11-10 05:50:18+00:00,2026-11-10,Pétrolier,civil,0.81,11.3,0.71847,68,Moyenne,"0.002853201722701382,0.47321301710178854,0.2815044529575567,0.061852663895470325",4.551209846568506,1.7411800313861987,True,plausible,False,Détroit de Malacca,International,3.0,101.0,Critical,High,Critical,True,False,Base Sous-marine,1.0,Détroit de Malacca,0.0,True,4,2,2,4,2,2,True,True,11,347,0,22,16,6,7,51,À examiner,True,zone critique; zone militaire/sensible connue; base sous-marine; activité dense le même jour; co-présence potentielle à vérifier; navire civil en zone sensible,v2.1-actionnable
DET-011-00042,IMG-011,satellite_011.jpg,2026-11-10 05:50:18+00:00,2026-11-10,Frégate,combat,0.79,11.3,0.7007300000000001,67,Moyenne,"0.16403829413736376,0.4772817603582212,0.16009838604380464,0.23194755918871343",0.690235269574654,3.7134429872912857,True,plausible,False,Détroit de Malacca,International,3.0,101.0,Critical,High,Critical,True,False,Base Sous-marine,1.0,Détroit de Malacca,0.0,True,4,2,2,4,2,2,True,True,11,347,22,22,16,6,0,66,Alerte analyste,True,navire de combat; zone critique; zone militaire/sensible connue; base sous-marine; activité dense le même jour; co-présence potentielle à vérifier,v2.1-actionnable
DET-011-00043,IMG-011,satellite_011.jpg,2026-11-10 05:50:18+00:00,2026-11-10,Navire de guerre,combat,0.88,11.3,0.78056,73,Moyenne,"0.33188890384428565,0.319606989475521,0.1045742179249519,0.058503842166684875",1.7874760708366266,0.6117993540185886,True,plausible,False,Détroit de Malacca,International,3.0,101.0,Critical,High,Critical,True,False,Base Sous-marine,1.0,Détroit de Malacca,0.0,True,4,2,2,4,2,2,True,True,11,347,22,22,16,10,0,70,Alerte analyste,True,navire de combat; zone critique; zone militaire/sensible connue; base sous-marine; activité dense le même jour; co-présence potentielle à vérifier,v2.1-actionnable
DET-011-00044,IMG-011,satellite_011.jpg,2026-11-10 05:50:18+00:00,2026-11-10,Chalutier,civil,1.0,11.3,0.887,80,Bonne,"0.07735604319268718,0.7292535392147708,0.290398780627763,0.10672943471634694",2.720887460891657,3.099409769871757,True,plausible,False,Détroit de Malacca,International,3.0,101.0,Critical,High,Critical,True,False,Base Sous-marine,1.0,Détroit de Malacca,0.0,True,4,2,2,4,2,2,True,True,11,347,0,22,16,15,7,60,Alerte analyste,True,zone critique; zone militaire/sensible connue; base sous-marine; activité dense le même jour; co-présence potentielle à vérifier; navire civil en zone sensible,v2.1-actionnable
