priority_score,priority_label,detection_id,image_id,file_name,timestamp,category,confidence,is_military,zone_id,zone_name,risk_level,image_latitude,image_longitude,nearest_active_military_zone_id,nearest_active_military_zone_name,nearest_active_military_zone_risk_level,nearest_active_military_zone_distance_km,near_active_military_zone_25km,bbox,date,time,coordinates,country,resolution,source,num_ships,ship_types,cloud_cover,url,bbox_x,bbox_y,bbox_width,bbox_height,bbox_area,bbox_aspect_ratio,score_military,score_risk_level,score_confidence,score_strategic_type,score_active_zone_25km
75,Haute,DET-051-00143,IMG-051,satellite_051.jpg,2026-08-14T06:24:32Z,Frégate,0.98,True,ZONE-004,Détroit de Malacca,Critical,3.0,101.0,MIL-001,Zone militaire 2 - Port de Shanghai,Critical,3801.407,False,"0.5536818822471876,0.3944423107000374,0.26129810638969436,0.10605490516907928",2026-08-14,06:24:32,"3.0,101.0",International,1m,Maxar,1,Frégate,30.1,https://example.com/satellite_images/satellite_051.jpg,0.5536818822471876,0.3944423107000374,0.26129810638969436,0.10605490516907928,0.027711945894019024,2.463800292623116,35,25,15,0,0
75,Haute,DET-099-00254,IMG-099,satellite_099.jpg,2026-04-28T20:53:55Z,Corvette,0.98,True,ZONE-007,Mer de Chine Méridionale,Critical,15.0,110.0,MIL-001,Zone militaire 2 - Port de Shanghai,Critical,2147.87,False,"0.11346491758308241,0.17915213122954407,0.23988968941328362,0.0824672622514217",2026-04-28,20:53:55,"15.0,110.0",International,10m,Landsat-8,5,"Navire de soutien, Cargo, Corvette, Bâtiment de débarquement, Navire de guerre",47.5,https://example.com/satellite_images/satellite_099.jpg,0.11346491758308241,0.17915213122954407,0.23988968941328362,0.0824672622514217,0.01978304592825736,2.9089081274690676,35,25,15,0,0
75,Haute,DET-014-00049,IMG-014,satellite_014.jpg,2026-05-04T09:01:54Z,Navire de guerre,0.97,True,ZONE-008,Golfe Persique,Critical,26.0,55.0,MIL-011,Zone militaire 12 - Détroit d'Ormuz,High,149.788,False,"0.7469242667582775,0.6386082609209137,0.0845240123222208,0.22973789614323903",2026-05-04,09:01:54,"26.0,55.0",International,0.5m,PlanetScope,4,"Frégate, Navire de guerre, Destroyer, Navire de soutien",29.3,https://example.com/satellite_images/satellite_014.jpg,0.7469242667582775,0.6386082609209137,0.0845240123222208,0.22973789614323903,0.019418368764492218,0.3679149750266757,35,25,15,0,0
75,Haute,DET-067-00183,IMG-067,satellite_067.jpg,2026-10-11T21:36:25Z,Navire de guerre,0.97,True,ZONE-001,Port militaire de Toulon,High,43.12,5.9,MIL-010,Zone militaire 11 - Port militaire de Toulon,High,0.0,True,"0.6133777456754843,0.026855078692667168,0.29655088766744847,0.2287875717351703",2026-10-11,21:36:25,"43.12,5.9",France,5m,Sentinel-2,5,"Destroyer, Pétrolier, Sous-marin, Navire de guerre, Frégate",15.5,https://example.com/satellite_images/satellite_067.jpg,0.6133777456754843,0.026855078692667168,0.29655088766744847,0.2287875717351703,0.0678471574853448,1.2961844274072571,35,15,15,0,10
75,Haute,DET-033-00105,IMG-033,satellite_033.jpg,2026-01-13T19:16:01Z,Navire de guerre,0.95,True,ZONE-004,Détroit de Malacca,Critical,3.0,101.0,MIL-001,Zone militaire 2 - Port de Shanghai,Critical,3801.407,False,"0.41423056710094325,0.18503203450789352,0.16653508425035973,0.2293907322470687",2026-01-13,19:16:01,"3.0,101.0",International,5m,Maxar,5,"Destroyer, Frégate, Navire de guerre, Corvette, Cargo",39.2,https://example.com/satellite_images/satellite_033.jpg,0.41423056710094325,0.18503203450789352,0.16653508425035973,0.2293907322470687,0.0382016049210173,0.7259887207256073,35,25,15,0,0
75,Haute,DET-099-00256,IMG-099,satellite_099.jpg,2026-04-28T20:53:55Z,Navire de guerre,0.93,True,ZONE-007,Mer de Chine Méridionale,Critical,15.0,110.0,MIL-001,Zone militaire 2 - Port de Shanghai,Critical,2147.87,False,"0.4162291407798135,0.16495241523323456,0.06258959918152018,0.12079708990636713",2026-04-28,20:53:55,"15.0,110.0",International,10m,Landsat-8,5,"Navire de soutien, Cargo, Corvette, Bâtiment de débarquement, Navire de guerre",47.5,https://example.com/satellite_images/satellite_099.jpg,0.4162291407798135,0.16495241523323456,0.06258959918152018,0.12079708990636713,0.007560641439533576,0.5181383030835839,35,25,15,0,0
75,Haute,DET-031-00100,IMG-031,satellite_031.jpg,2026-09-19T00:02:21Z,Frégate,0.91,True,ZONE-004,Détroit de Malacca,Critical,3.0,101.0,MIL-001,Zone militaire 2 - Port de Shanghai,Critical,3801.407,False,"0.552715645213397,0.3935809690705299,0.10854713671696754,0.1886939388548355",2026-09-19,00:02:21,"3.0,101.0",International,0.5m,Maxar,5,"Chalutier, Cargo, Corvette, Frégate, Navire civil",3.7,https://example.com/satellite_images/satellite_031.jpg,0.552715645213397,0.3935809690705299,0.10854713671696754,0.1886939388548355,0.020482186778538945,0.5752550260794235,35,25,15,0,0
75,Haute,DET-033-00104,IMG-033,satellite_033.jpg,2026-01-13T19:16:01Z,Frégate,0.91,True,ZONE-004,Détroit de Malacca,Critical,3.0,101.0,MIL-001,Zone militaire 2 - Port de Shanghai,Critical,3801.407,False,"0.21965718203084156,0.5354616702416382,0.2280518007190052,0.1605747095507332",2026-01-13,19:16:01,"3.0,101.0",International,5m,Maxar,5,"Destroyer, Frégate, Navire de guerre, Corvette, Cargo",39.2,https://example.com/satellite_images/satellite_033.jpg,0.21965718203084156,0.5354616702416382,0.2280518007190052,0.1605747095507332,0.036619351662975946,1.4202224083547401,35,25,15,0,0
75,Haute,DET-075-00200,IMG-075,satellite_075.jpg,2026-05-24T17:20:02Z,Frégate,0.9,True,ZONE-007,Mer de Chine Méridionale,Critical,15.0,110.0,MIL-001,Zone militaire 2 - Port de Shanghai,Critical,2147.87,False,"0.7372346965331997,0.11026612816784134,0.257701354624402,0.2848300497476859",2026-05-24,17:20:02,"15.0,110.0",International,0.5m,Landsat-8,1,Frégate,40.8,https://example.com/satellite_images/satellite_075.jpg,0.7372346965331997,0.11026612816784134,0.257701354624402,0.2848300497476859,0.07340108965771447,0.9047547997575551,35,25,15,0,0
75,Haute,DET-085-00214,IMG-085,satellite_085.jpg,2026-05-05T06:59:15Z,Corvette,0.9,True,ZONE-013,Base navale de Pearl Harbor,High,21.4,-157.9,MIL-004,Zone militaire 5 - Base navale de Pearl Harbor,Critical,0.0,True,"0.6181083391142486,0.6409672884201422,0.2526191175933068,0.1542236766832457",2026-05-05,06:59:15,"21.4,-157.9",USA,5m,Maxar,5,"Corvette, Bâtiment de débarquement, Cargo, Porte-avions, Croiseur",43.1,https://example.com/satellite_images/satellite_085.jpg,0.6181083391142486,0.6409672884201422,0.2526191175933068,0.1542236766832457,0.03895984911571697,1.6380047670122135,35,15,15,0,10
75,Haute,DET-011-00043,IMG-011,satellite_011.jpg,2026-11-10T05:50:18Z,Navire de guerre,0.88,True,ZONE-004,Détroit de Malacca,Critical,3.0,101.0,MIL-001,Zone militaire 2 - Port de Shanghai,Critical,3801.407,False,"0.33188890384428565,0.319606989475521,0.1045742179249519,0.058503842166684875",2026-11-10,05:50:18,"3.0,101.0",International,10m,Sentinel-2,4,"Pétrolier, Frégate, Navire de guerre, Chalutier",11.3,https://example.com/satellite_images/satellite_011.jpg,0.33188890384428565,0.319606989475521,0.1045742179249519,0.058503842166684875,0.006117993540185895,1.7874760708366244,35,25,15,0,0
75,Haute,DET-007-00023,IMG-007,satellite_007.jpg,2026-04-06T03:08:14Z,Croiseur,0.87,True,ZONE-003,Port de Shanghai,Medium,31.2,121.5,MIL-001,Zone militaire 2 - Port de Shanghai,Critical,0.0,True,"0.5025456634904577,0.42157091518791534,0.277002177990542,0.2546876177928627",2026-04-06,03:08:14,"31.2,121.5",China,5m,WorldView-3,5,"Croiseur, Navire de guerre, Chalutier, Pétrolier, Destroyer",21.1,https://example.com/satellite_images/satellite_007.jpg,0.5025456634904577,0.42157091518791534,0.277002177990542,0.2546876177928627,0.07054902483584569,1.0876154105608218,35,0,15,15,10
75,Haute,DET-062-00164,IMG-062,satellite_062.jpg,2026-11-23T04:44:28Z,Navire de guerre,0.86,True,ZONE-007,Mer de Chine Méridionale,Critical,15.0,110.0,MIL-001,Zone militaire 2 - Port de Shanghai,Critical,2147.87,False,"0.18234599258993456,0.124149995029667,0.1458967017210178,0.14810388102535943",2026-11-23,04:44:28,"15.0,110.0",International,10m,Sentinel-2,5,"Sous-marin, Navire de guerre, Frégate, Navire civil, Croiseur",31.1,https://example.com/satellite_images/satellite_062.jpg,0.18234599258993456,0.124149995029667,0.1458967017210178,0.14810388102535943,0.02160786775368197,0.9850970866593043,35,25,15,0,0
75,Haute,DET-033-00106,IMG-033,satellite_033.jpg,2026-01-13T19:16:01Z,Corvette,0.85,True,ZONE-004,Détroit de Malacca,Critical,3.0,101.0,MIL-001,Zone militaire 2 - Port de Shanghai,Critical,3801.407,False,"0.638011585075524,0.4667375793364122,0.03592078085563109,0.10822334202439293",2026-01-13,19:16:01,"3.0,101.0",International,5m,Maxar,5,"Destroyer, Frégate, Navire de guerre, Corvette, Cargo",39.2,https://example.com/satellite_images/satellite_033.jpg,0.638011585075524,0.4667375793364122,0.03592078085563109,0.10822334202439293,0.0038874669523222298,0.33191343183187555,35,25,15,0,0
75,Haute,DET-085-00217,IMG-085,satellite_085.jpg,2026-05-05T06:59:15Z,Porte-avions,0.74,True,ZONE-013,Base navale de Pearl Harbor,High,21.4,-157.9,MIL-004,Zone militaire 5 - Base navale de Pearl Harbor,Critical,0.0,True,"0.20846428403782166,0.35945450947486796,0.23078680848989788,0.11199787985716338",2026-05-05,06:59:15,"21.4,-157.9",USA,5m,Maxar,5,"Corvette, Bâtiment de débarquement, Cargo, Porte-avions, Croiseur",43.1,https://example.com/satellite_images/satellite_085.jpg,0.20846428403782166,0.35945450947486796,0.23078680848989788,0.11199787985716338,0.025847633249869755,2.0606355118885475,35,15,0,15,10
75,Haute,DET-067-00180,IMG-067,satellite_067.jpg,2026-10-11T21:36:25Z,Destroyer,0.73,True,ZONE-001,Port militaire de Toulon,High,43.12,5.9,MIL-010,Zone militaire 11 - Port militaire de Toulon,High,0.0,True,"0.39077223725352295,0.25145840646731843,0.2761631391664292,0.16386987833523228",2026-10-11,21:36:25,"43.12,5.9",France,5m,Sentinel-2,5,"Destroyer, Pétrolier, Sous-marin, Navire de guerre, Frégate",15.5,https://example.com/satellite_images/satellite_067.jpg,0.39077223725352295,0.25145840646731843,0.2761631391664292,0.16386987833523228,0.04525482001587858,1.6852587063101132,35,15,0,15,10
75,Haute,DET-006-00019,IMG-006,satellite_006.jpg,2026-01-04T02:10:50Z,Destroyer,0.72,True,ZONE-004,Détroit de Malacca,Critical,3.0,101.0,MIL-001,Zone militaire 2 - Port de Shanghai,Critical,3801.407,False,"0.5959211286082203,0.059369077426325405,0.20643698400143987,0.22565541440020295",2026-01-04,02:10:50,"3.0,101.0",International,1m,Sentinel-2,4,"Destroyer, Sous-marin, Navire de soutien, Porte-avions",10.0,https://example.com/satellite_images/satellite_006.jpg,0.5959211286082203,0.059369077426325405,0.20643698400143987,0.22565541440020295,0.04658362317237298,0.9148328417031513,35,25,0,15,0
75,Haute,DET-006-00020,IMG-006,satellite_006.jpg,2026-01-04T02:10:50Z,Sous-marin,0.7,True,ZONE-004,Détroit de Malacca,Critical,3.0,101.0,MIL-001,Zone militaire 2 - Port de Shanghai,Critical,3801.407,False,"0.08772338466978519,0.12141026193616754,0.20378114745648962,0.1205521516014014",2026-01-04,02:10:50,"3.0,101.0",International,1m,Sentinel-2,4,"Destroyer, Sous-marin, Navire de soutien, Porte-avions",10.0,https://example.com/satellite_images/satellite_006.jpg,0.08772338466978519,0.12141026193616754,0.20378114745648962,0.1205521516014014,0.02456625578168227,1.6903982612461368,35,25,0,15,0
73,Haute,DET-005-00016,IMG-005,satellite_005.jpg,2026-11-09T21:23:47Z,Destroyer,0.82,True,ZONE-005,Base navale de Rota,High,36.6,-6.4,MIL-010,Zone militaire 11 - Port militaire de Toulon,High,1273.735,False,"0.44962468929995564,0.056210282094379595,0.0870224132499691,0.03335517423073682",2026-11-09,21:23:47,"36.6,-6.4",Spain,0.5m,WorldView-3,4,"Pétrolier, Destroyer, Cargo, Frégate",45.2,https://example.com/satellite_images/satellite_005.jpg,0.44962468929995564,0.056210282094379595,0.0870224132499691,0.03335517423073682,0.0029026477559318995,2.6089629347454544,35,15,8,15,0
73,Haute,DET-023-00075,IMG-023,satellite_023.jpg,2026-09-10T21:46:50Z,Croiseur,0.81,True,ZONE-002,Base navale de Norfolk,High,36.9,-76.3,MIL-010,Zone militaire 11 - Port militaire de Toulon,High,6747.776,False,"0.12796815312673468,0.5930110334785915,0.08569196248565103,0.06949901466322744",2026-09-10,21:46:50,"36.9,-76.3",USA,5m,Maxar,2,"Croiseur, Destroyer",25.7,https://example.com/satellite_images/satellite_023.jpg,0.12796815312673468,0.5930110334785915,0.08569196248565103,0.06949901466322744,0.005955506957310997,1.2329953582923445,35,15,8,15,0
73,Haute,DET-063-00171,IMG-063,satellite_063.jpg,2026-06-16T18:23:46Z,Sous-marin,0.81,True,ZONE-005,Base navale de Rota,High,36.6,-6.4,MIL-010,Zone militaire 11 - Port militaire de Toulon,High,1273.735,False,"0.6345477944522582,0.21348329057477092,0.19418924474471452,0.20196034497266668",2026-06-16,18:23:46,"36.6,-6.4",Spain,5m,Maxar,4,"Cargo, Corvette, Frégate, Sous-marin",29.6,https://example.com/satellite_images/satellite_063.jpg,0.6345477944522582,0.21348329057477092,0.19418924474471452,0.20196034497266668,0.03921852685862415,0.9615216530304308,35,15,8,15,0
73,Haute,DET-016-00054,IMG-016,satellite_016.jpg,2026-12-12T15:58:41Z,Sous-marin,0.8,True,ZONE-002,Base navale de Norfolk,High,36.9,-76.3,MIL-010,Zone militaire 11 - Port militaire de Toulon,High,6747.776,False,"0.16781936222116559,0.5772347331000832,0.05452192772478513,0.2965496737585761",2026-12-12,15:58:41,"36.9,-76.3",USA,0.5m,Maxar,3,"Destroyer, Sous-marin, Porte-avions",22.5,https://example.com/satellite_images/satellite_016.jpg,0.16781936222116559,0.5772347331000832,0.05452192772478513,0.2965496737585761,0.016168459879473695,0.18385428327657494,35,15,8,15,0
73,Haute,DET-088-00225,IMG-088,satellite_088.jpg,2026-02-10T17:03:44Z,Destroyer,0.79,True,ZONE-002,Base navale de Norfolk,High,36.9,-76.3,MIL-010,Zone militaire 11 - Port militaire de Toulon,High,6747.776,False,"0.3191471688268993,0.4834957965859208,0.27269219744228934,0.18707196994979997",2026-02-10,17:03:44,"36.9,-76.3",USA,5m,PlanetScope,3,"Frégate, Destroyer, Cargo",16.5,https://example.com/satellite_images/satellite_088.jpg,0.3191471688268993,0.4834957965859208,0.27269219744228934,0.18707196994979997,0.05101306656546887,1.457686031293011,35,15,8,15,0
73,Haute,DET-002-00010,IMG-002,satellite_002.jpg,2026-03-02T15:20:53Z,Porte-avions,0.78,True,ZONE-009,Base navale de Yokosuka,High,35.4,139.7,MIL-001,Zone militaire 2 - Port de Shanghai,Critical,1751.832,False,"0.6151162601660949,0.381366338255073,0.270129129955423,0.19218565866986007",2026-03-02,15:20:53,"35.4,139.7",Japan,1m,Sentinel-2,4,"Navire de soutien, Chalutier, Porte-avions, Navire de guerre",25.6,https://example.com/satellite_images/satellite_002.jpg,0.6151162601660949,0.381366338255073,0.270129129955423,0.19218565866986007,0.05191494476639919,1.4055634110527238,35,15,8,15,0
68,Moyenne,DET-031-00099,IMG-031,satellite_031.jpg,2026-09-19T00:02:21Z,Corvette,0.84,True,ZONE-004,Détroit de Malacca,Critical,3.0,101.0,MIL-001,Zone militaire 2 - Port de Shanghai,Critical,3801.407,False,"0.17338508348702356,0.44469087185449596,0.17199172652055988,0.2776028922721511",2026-09-19,00:02:21,"3.0,101.0",International,0.5m,Maxar,5,"Chalutier, Cargo, Corvette, Frégate, Navire civil",3.7,https://example.com/satellite_images/satellite_031.jpg,0.17338508348702356,0.44469087185449596,0.17199172652055988,0.2776028922721511,0.047745400728988266,0.6195602830821585,35,25,8,0,0
68,Moyenne,DET-080-00206,IMG-080,satellite_080.jpg,2026-05-10T18:25:00Z,Navire de guerre,0.84,True,ZONE-004,Détroit de Malacca,Critical,3.0,101.0,MIL-001,Zone militaire 2 - Port de Shanghai,Critical,3801.407,False,"0.22991543511052168,0.40903934227292793,0.20716399909774036,0.18553609374320812",2026-05-10,18:25:00,"3.0,101.0",International,0.5m,WorldView-3,2,"Sous-marin, Navire de guerre",43.7,https://example.com/satellite_images/satellite_080.jpg,0.22991543511052168,0.40903934227292793,0.20716399909774036,0.18553609374320812,0.03843639915681624,1.116569800076024,35,25,8,0,0
68,Moyenne,DET-011-00042,IMG-011,satellite_011.jpg,2026-11-10T05:50:18Z,Frégate,0.79,True,ZONE-004,Détroit de Malacca,Critical,3.0,101.0,MIL-001,Zone militaire 2 - Port de Shanghai,Critical,3801.407,False,"0.16403829413736376,0.4772817603582212,0.16009838604380464,0.23194755918871343",2026-11-10,05:50:18,"3.0,101.0",International,10m,Sentinel-2,4,"Pétrolier, Frégate, Navire de guerre, Chalutier",11.3,https://example.com/satellite_images/satellite_011.jpg,0.16403829413736376,0.4772817603582212,0.16009838604380464,0.23194755918871343,0.03713442987291287,0.690235269574654,35,25,8,0,0
68,Moyenne,DET-062-00165,IMG-062,satellite_062.jpg,2026-11-23T04:44:28Z,Frégate,0.78,True,ZONE-007,Mer de Chine Méridionale,Critical,15.0,110.0,MIL-001,Zone militaire 2 - Port de Shanghai,Critical,2147.87,False,"0.5018297396772777,0.38675926405890426,0.23399868681767724,0.09945887617471871",2026-11-23,04:44:28,"15.0,110.0",International,10m,Sentinel-2,5,"Sous-marin, Navire de guerre, Frégate, Navire civil, Croiseur",31.1,https://example.com/satellite_images/satellite_062.jpg,0.5018297396772777,0.38675926405890426,0.23399868681767724,0.09945887617471871,0.023273246417246145,2.3527179857392855,35,25,8,0,0
68,Moyenne,DET-073-00199,IMG-073,satellite_073.jpg,2026-06-29T00:59:57Z,Navire de guerre,0.77,True,ZONE-001,Port militaire de Toulon,High,43.12,5.9,MIL-010,Zone militaire 11 - Port militaire de Toulon,High,0.0,True,"0.5905560074904572,0.20052303695315876,0.2354627861170886,0.2707679080462052",2026-06-29,00:59:57,"43.12,5.9",France,5m,Landsat-8,5,"Navire civil, Navire de soutien, Sous-marin, Destroyer, Navire de guerre",46.8,https://example.com/satellite_images/satellite_073.jpg,0.5905560074904572,0.20052303695315876,0.2354627861170886,0.2707679080462052,0.06375576601965513,0.869611128645674,35,15,8,0,10
68,Moyenne,DET-067-00184,IMG-067,satellite_067.jpg,2026-10-11T21:36:25Z,Frégate,0.76,True,ZONE-001,Port militaire de Toulon,High,43.12,5.9,MIL-010,Zone militaire 11 - Port militaire de Toulon,High,0.0,True,"0.002722648564658581,0.5922517839448734,0.16489844717717117,0.10207053139601573",2026-10-11,21:36:25,"43.12,5.9",France,5m,Sentinel-2,5,"Destroyer, Pétrolier, Sous-marin, Navire de guerre, Frégate",15.5,https://example.com/satellite_images/satellite_067.jpg,0.002722648564658581,0.5922517839448734,0.16489844717717117,0.10207053139601573,0.01683127212975169,1.6155343263316047,35,15,8,0,10
65,Moyenne,DET-052-00145,IMG-052,satellite_052.jpg,2026-02-17T10:50:44Z,Corvette,0.98,True,ZONE-002,Base navale de Norfolk,High,36.9,-76.3,MIL-010,Zone militaire 11 - Port militaire de Toulon,High,6747.776,False,"0.1179747746482942,0.17541878555507637,0.16311522961341715,0.25990127495885296",2026-02-17,10:50:44,"36.9,-76.3",USA,10m,PlanetScope,5,"Porte-avions, Corvette, Bâtiment de débarquement, Navire de guerre, Chalutier",24.3,https://example.com/satellite_images/satellite_052.jpg,0.1179747746482942,0.17541878555507637,0.16311522961341715,0.25990127495885296,0.04239385614173317,0.62760457654254,35,15,15,0,0
65,Moyenne,DET-005-00018,IMG-005,satellite_005.jpg,2026-11-09T21:23:47Z,Frégate,0.97,True,ZONE-005,Base navale de Rota,High,36.6,-6.4,MIL-010,Zone militaire 11 - Port militaire de Toulon,High,1273.735,False,"0.6879133505955424,0.06291192476571572,0.22065095849921737,0.23125273986789177",2026-11-09,21:23:47,"36.6,-6.4",Spain,0.5m,WorldView-3,4,"Pétrolier, Destroyer, Cargo, Frégate",45.2,https://example.com/satellite_images/satellite_005.jpg,0.6879133505955424,0.06291192476571572,0.22065095849921737,0.23125273986789177,0.051026138707420496,0.9541550021213547,35,15,15,0,0
65,Moyenne,DET-029-00093,IMG-029,satellite_029.jpg,2026-02-13T11:27:00Z,Destroyer,0.97,True,ZONE-015,Mer Baltique,Medium,55.0,20.0,MIL-010,Zone militaire 11 - Port militaire de Toulon,High,1666.902,False,"0.6104398872725019,0.1562158873207724,0.0527097688269382,0.23542328443472907",2026-02-13,11:27:00,"55.0,20.0",International,10m,WorldView-3,4,"Cargo, Navire de guerre, Corvette, Destroyer",45.3,https://example.com/satellite_images/satellite_029.jpg,0.6104398872725019,0.1562158873207724,0.0527097688269382,0.23542328443472907,0.012409106899033087,0.22389360913683093,35,0,15,15,0
65,Moyenne,DET-088-00224,IMG-088,satellite_088.jpg,2026-02-10T17:03:44Z,Frégate,0.97,True,ZONE-002,Base navale de Norfolk,High,36.9,-76.3,MIL-010,Zone militaire 11 - Port militaire de Toulon,High,6747.776,False,"0.7357783294056279,0.5778059778290113,0.2810844285982065,0.03288936268755211",2026-02-10,17:03:44,"36.9,-76.3",USA,5m,PlanetScope,3,"Frégate, Destroyer, Cargo",16.5,https://example.com/satellite_images/satellite_088.jpg,0.7357783294056279,0.5778059778290113,0.2810844285982065,0.03288936268755211,0.009244687717989758,8.546362885425891,35,15,15,0,0
65,Moyenne,DET-004-00012,IMG-004,satellite_004.jpg,2026-10-03T08:53:49Z,Destroyer,0.96,True,ZONE-015,Mer Baltique,Medium,55.0,20.0,MIL-010,Zone militaire 11 - Port militaire de Toulon,High,1666.902,False,"0.7459333595512729,0.10487580225891656,0.051638289429665626,0.19395726910703068",2026-10-03,08:53:49,"55.0,20.0",International,1m,Sentinel-2,3,"Destroyer, Pétrolier, Frégate",32.7,https://example.com/satellite_images/satellite_004.jpg,0.7459333595512729,0.10487580225891656,0.051638289429665626,0.19395726910703068,0.010015621599136394,0.26623539126636325,35,0,15,15,0
65,Moyenne,DET-017-00058,IMG-017,satellite_017.jpg,2026-06-14T06:02:40Z,Destroyer,0.96,True,ZONE-015,Mer Baltique,Medium,55.0,20.0,MIL-010,Zone militaire 11 - Port militaire de Toulon,High,1666.902,False,"0.6845020505388564,0.5612767055683373,0.0891578059675679,0.054792363215503626",2026-06-14,06:02:40,"55.0,20.0",International,5m,PlanetScope,4,"Navire de guerre, Porte-avions, Destroyer, Chalutier",9.5,https://example.com/satellite_images/satellite_017.jpg,0.6845020505388564,0.5612767055683373,0.0891578059675679,0.054792363215503626,0.004885166888072377,1.6271940236799367,35,0,15,15,0
65,Moyenne,DET-050-00141,IMG-050,satellite_050.jpg,2026-03-07T18:56:42Z,Sous-marin,0.96,True,ZONE-014,Port de Singapour,Low,1.3,103.8,MIL-001,Zone militaire 2 - Port de Shanghai,Critical,3810.398,False,"0.5525390155570772,0.6601042354849485,0.11299064590663402,0.2030191898719918",2026-03-07,18:56:42,"1.3,103.8",Singapore,1m,Maxar,5,"Navire de guerre, Croiseur, Chalutier, Sous-marin, Bâtiment de débarquement",34.1,https://example.com/satellite_images/satellite_050.jpg,0.5525390155570772,0.6601042354849485,0.11299064590663402,0.2030191898719918,0.022939269395077923,0.5565515554361004,35,0,15,15,0
65,Moyenne,DET-063-00170,IMG-063,satellite_063.jpg,2026-06-16T18:23:46Z,Frégate,0.96,True,ZONE-005,Base navale de Rota,High,36.6,-6.4,MIL-010,Zone militaire 11 - Port militaire de Toulon,High,1273.735,False,"0.293966182568635,0.5268943251703789,0.18899129638482154,0.12227398503001088",2026-06-16,18:23:46,"36.6,-6.4",Spain,5m,Maxar,4,"Cargo, Corvette, Frégate, Sous-marin",29.6,https://example.com/satellite_images/satellite_063.jpg,0.293966182568635,0.5268943251703789,0.18899129638482154,0.12227398503001088,0.02310871894496002,1.545637825891056,35,15,15,0,0
65,Moyenne,DET-090-00231,IMG-090,satellite_090.jpg,2026-08-16T00:20:55Z,Corvette,0.95,True,ZONE-002,Base navale de Norfolk,High,36.9,-76.3,MIL-010,Zone militaire 11 - Port militaire de Toulon,High,6747.776,False,"0.4765458247099379,0.5977509305529317,0.24772650369197496,0.29683740379078655",2026-08-16,00:20:55,"36.9,-76.3",USA,10m,PlanetScope,4,"Bâtiment de débarquement, Cargo, Corvette, Sous-marin",44.0,https://example.com/satellite_images/satellite_090.jpg,0.4765458247099379,0.5977509305529317,0.24772650369197496,0.29683740379078655,0.07353449220609455,0.8345528579901428,35,15,15,0,0
65,Moyenne,DET-030-00094,IMG-030,satellite_030.jpg,2026-04-14T02:08:57Z,Navire de guerre,0.94,True,ZONE-009,Base navale de Yokosuka,High,35.4,139.7,MIL-001,Zone militaire 2 - Port de Shanghai,Critical,1751.832,False,"0.6544284329143117,0.545304427412506,0.2848842521895008,0.12010948422816879",2026-04-14,02:08:57,"35.4,139.7",Japan,0.5m,Maxar,3,"Navire de guerre, Cargo, Navire civil",46.7,https://example.com/satellite_images/satellite_030.jpg,0.6544284329143117,0.545304427412506,0.2848842521895008,0.12010948422816879,0.03421730059520851,2.3718714139868737,35,15,15,0,0
65,Moyenne,DET-097-00246,IMG-097,satellite_097.jpg,2026-10-18T19:57:16Z,Croiseur,0.94,True,ZONE-006,Port de Rotterdam,Low,51.9,4.5,MIL-010,Zone militaire 11 - Port militaire de Toulon,High,981.887,False,"0.31884787007304516,0.5894787502913726,0.2238722866145344,0.22007264218837122",2026-10-18,19:57:16,"51.9,4.5",Netherlands,10m,PlanetScope,4,"Navire de guerre, Navire de soutien, Pétrolier, Croiseur",15.8,https://example.com/satellite_images/satellite_097.jpg,0.31884787007304516,0.5894787502913726,0.2238722866145344,0.22007264218837122,0.049268165628012915,1.017265410131764,35,0,15,15,0
65,Moyenne,DET-063-00169,IMG-063,satellite_063.jpg,2026-06-16T18:23:46Z,Corvette,0.93,True,ZONE-005,Base navale de Rota,High,36.6,-6.4,MIL-010,Zone militaire 11 - Port militaire de Toulon,High,1273.735,False,"0.3673913998247198,0.12576936144059767,0.20278619038033702,0.24250306761067558",2026-06-16,18:23:46,"36.6,-6.4",Spain,5m,Maxar,4,"Cargo, Corvette, Frégate, Sous-marin",29.6,https://example.com/satellite_images/satellite_063.jpg,0.3673913998247198,0.12576936144059767,0.20278619038033702,0.24250306761067558,0.0491762732363142,0.836221134760647,35,15,15,0,0
65,Moyenne,DET-026-00083,IMG-026,satellite_026.jpg,2026-09-27T22:47:18Z,Navire de guerre,0.91,True,ZONE-005,Base navale de Rota,High,36.6,-6.4,MIL-010,Zone militaire 11 - Port militaire de Toulon,High,1273.735,False,"0.7376127315436073,0.4778698443732501,0.28224135972880354,0.1055613150659622",2026-09-27,22:47:18,"36.6,-6.4",Spain,5m,Maxar,3,"Navire de guerre, Navire civil, Pétrolier",19.6,https://example.com/satellite_images/satellite_026.jpg,0.7376127315436073,0.4778698443732501,0.28224135972880354,0.1055613150659622,0.029793769098977806,2.6737196249633604,35,15,15,0,0
